"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","24","0","11","35"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","2","0","10","12"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","29","0","4","33"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","6","0","9","15"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","3","0","0","3"
"Janssen Vaccines & Prevention B.V","north west","Adults","11","0","16","27"
"Janssen Vaccines & Prevention B.V","western cape","Adults","9","0","6","15"
"Pfizer","eastern cape","12-17 Years","15","6","0","21"
"Pfizer","eastern cape","Adults","28","11","4","43"
"Pfizer","free state","Adults","0","2","2","4"
"Pfizer","gauteng","12-17 Years","7","8","0","15"
"Pfizer","gauteng","Adults","29","21","29","79"
"Pfizer","kwazulu-natal","12-17 Years","2","1","0","3"
"Pfizer","kwazulu-natal","Adults","7","7","13","27"
"Pfizer","limpopo","12-17 Years","2","0","0","2"
"Pfizer","limpopo","Adults","10","3","5","18"
"Pfizer","mpumalanga","12-17 Years","2","27","0","29"
"Pfizer","mpumalanga","Adults","1","2","1","4"
"Pfizer","northern cape","12-17 Years","19","0","0","19"
"Pfizer","north west","12-17 Years","6","5","0","11"
"Pfizer","north west","Adults","9","16","14","39"
"Pfizer","western cape","12-17 Years","4","3","0","7"
"Pfizer","western cape","Adults","14","15","54","83"
