"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","24"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","2"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","29"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","6"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","3"
"Janssen Vaccines & Prevention B.V","north west","Adults","11"
"Janssen Vaccines & Prevention B.V","western cape","Adults","9"
"Pfizer","eastern cape","12-17 Years","6"
"Pfizer","eastern cape","Adults","11"
"Pfizer","free state","Adults","2"
"Pfizer","gauteng","12-17 Years","8"
"Pfizer","gauteng","Adults","21"
"Pfizer","kwazulu-natal","12-17 Years","1"
"Pfizer","kwazulu-natal","Adults","7"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","12-17 Years","27"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","16"
"Pfizer","western cape","12-17 Years","3"
"Pfizer","western cape","Adults","15"
