"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","222","0","198","420"
"Janssen Vaccines & Prevention B.V","free state","Adults","22","0","37","59"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","438","0","249","687"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","147","0","110","257"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","74","0","161","235"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","81","0","127","208"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16","0","16","32"
"Janssen Vaccines & Prevention B.V","north west","Adults","80","0","160","240"
"Janssen Vaccines & Prevention B.V","western cape","Adults","126","0","100","226"
"Pfizer","eastern cape","12-17 Years","80","97","0","177"
"Pfizer","eastern cape","Adults","316","367","450","1133"
"Pfizer","free state","12-17 Years","17","40","0","57"
"Pfizer","free state","Adults","52","117","110","279"
"Pfizer","gauteng","12-17 Years","63","48","0","111"
"Pfizer","gauteng","Adults","326","303","382","1011"
"Pfizer","kwazulu-natal","12-17 Years","18","8","0","26"
"Pfizer","kwazulu-natal","Adults","106","108","92","306"
"Pfizer","limpopo","12-17 Years","53","38","0","91"
"Pfizer","limpopo","Adults","96","133","130","359"
"Pfizer","mpumalanga","12-17 Years","33","27","0","60"
"Pfizer","mpumalanga","Adults","41","72","92","205"
"Pfizer","northern cape","12-17 Years","71","45","0","116"
"Pfizer","northern cape","Adults","46","46","29","121"
"Pfizer","north west","12-17 Years","19","15","0","34"
"Pfizer","north west","Adults","91","92","127","310"
"Pfizer","western cape","12-17 Years","30","68","0","98"
"Pfizer","western cape","Adults","105","117","168","390"
