"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","222"
"Janssen Vaccines & Prevention B.V","free state","Adults","22"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","438"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","147"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","74"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","81"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","80"
"Janssen Vaccines & Prevention B.V","western cape","Adults","126"
"Pfizer","eastern cape","12-17 Years","97"
"Pfizer","eastern cape","Adults","367"
"Pfizer","free state","12-17 Years","40"
"Pfizer","free state","Adults","117"
"Pfizer","gauteng","12-17 Years","48"
"Pfizer","gauteng","Adults","303"
"Pfizer","kwazulu-natal","12-17 Years","8"
"Pfizer","kwazulu-natal","Adults","108"
"Pfizer","limpopo","12-17 Years","38"
"Pfizer","limpopo","Adults","133"
"Pfizer","mpumalanga","12-17 Years","27"
"Pfizer","mpumalanga","Adults","72"
"Pfizer","northern cape","12-17 Years","45"
"Pfizer","northern cape","Adults","46"
"Pfizer","north west","12-17 Years","15"
"Pfizer","north west","Adults","92"
"Pfizer","western cape","12-17 Years","68"
"Pfizer","western cape","Adults","117"
