"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","843680","0","119595","963275"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","456577","0","74680","531257"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1374193","0","176254","1550447"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1121292","0","147393","1268685"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1032072","0","121392","1153464"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","781625","0","95228","876853"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","202271","0","24526","226797"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","682296","0","96506","778802"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","646113","0","97256","743369"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60859","0","24220","85079"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137336","0","65377","202713"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94480","0","40019","134499"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21892","0","7150","29042"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94578","0","61528","156106"
"Pfizer","National","eastern cape","Adults","1316546","1102331","194030","2612907"
"Pfizer","National","eastern cape","12-17 Years","274732","84395","0","359127"
"Pfizer","National","free state","12-17 Years","170355","73040","0","243395"
"Pfizer","National","free state","Adults","662903","579404","117684","1359991"
"Pfizer","National","gauteng","12-17 Years","389578","161137","7","550722"
"Pfizer","National","gauteng","Adults","3859993","3333934","609058","7802985"
"Pfizer","National","kwazulu-natal","Adults","1939948","1606149","289145","3835242"
"Pfizer","National","kwazulu-natal","12-17 Years","278190","105617","4","383811"
"Pfizer","National","limpopo","Adults","1025584","861366","150248","2037198"
"Pfizer","National","limpopo","12-17 Years","265037","81266","0","346303"
"Pfizer","National","mpumalanga","12-17 Years","141529","41098","0","182627"
"Pfizer","National","mpumalanga","Adults","559267","458807","86119","1104193"
"Pfizer","National","northern cape","12-17 Years","32277","9925","0","42202"
"Pfizer","National","northern cape","Adults","220931","188747","29009","438687"
"Pfizer","National","north west","12-17 Years","152406","49289","2","201697"
"Pfizer","National","north west","Adults","612712","529584","98547","1240843"
"Pfizer","National","western cape","12-17 Years","130896","50410","2","181308"
"Pfizer","National","western cape","Adults","2102505","1842367","446272","4391144"
