"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","456"
"Janssen Vaccines & Prevention B.V","free state","Adults","261"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1134"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","635"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","415"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","776"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","111"
"Janssen Vaccines & Prevention B.V","north west","Adults","303"
"Janssen Vaccines & Prevention B.V","western cape","Adults","316"
"Pfizer","eastern cape","12-17 Years","772"
"Pfizer","eastern cape","Adults","493"
"Pfizer","free state","12-17 Years","654"
"Pfizer","free state","Adults","445"
"Pfizer","gauteng","12-17 Years","851"
"Pfizer","gauteng","Adults","1569"
"Pfizer","kwazulu-natal","12-17 Years","931"
"Pfizer","kwazulu-natal","Adults","1070"
"Pfizer","limpopo","12-17 Years","790"
"Pfizer","limpopo","Adults","429"
"Pfizer","mpumalanga","12-17 Years","428"
"Pfizer","mpumalanga","Adults","319"
"Pfizer","northern cape","12-17 Years","163"
"Pfizer","northern cape","Adults","200"
"Pfizer","north west","12-17 Years","480"
"Pfizer","north west","Adults","272"
"Pfizer","western cape","12-17 Years","152"
"Pfizer","western cape","Adults","647"
