"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","456","0","895","1351"
"Janssen Vaccines & Prevention B.V","free state","Adults","261","0","555","816"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1134","0","899","2033"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","635","0","824","1459"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","415","0","745","1160"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","776","0","717","1493"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","111","0","258","369"
"Janssen Vaccines & Prevention B.V","north west","Adults","303","0","396","699"
"Janssen Vaccines & Prevention B.V","western cape","Adults","316","0","540","856"
"Pfizer","eastern cape","12-17 Years","870","772","0","1642"
"Pfizer","eastern cape","Adults","292","493","988","1773"
"Pfizer","free state","12-17 Years","434","654","0","1088"
"Pfizer","free state","Adults","343","445","749","1537"
"Pfizer","gauteng","12-17 Years","1608","851","0","2459"
"Pfizer","gauteng","Adults","1233","1569","2433","5235"
"Pfizer","kwazulu-natal","12-17 Years","991","931","0","1922"
"Pfizer","kwazulu-natal","Adults","823","1070","1155","3048"
"Pfizer","limpopo","12-17 Years","1695","790","0","2485"
"Pfizer","limpopo","Adults","286","429","710","1425"
"Pfizer","mpumalanga","12-17 Years","597","428","0","1025"
"Pfizer","mpumalanga","Adults","277","319","469","1065"
"Pfizer","northern cape","12-17 Years","267","163","0","430"
"Pfizer","northern cape","Adults","85","200","168","453"
"Pfizer","north west","12-17 Years","576","480","0","1056"
"Pfizer","north west","Adults","222","272","477","971"
"Pfizer","western cape","12-17 Years","88","152","0","240"
"Pfizer","western cape","Adults","476","647","1723","2846"
