"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","36","191"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14456","5576","20032"
"National","eastern cape","Amathole DM","Public Health","Male","12424","4572","16996"
"National","eastern cape","A Nzo DM","Public Health","Female","32725","17643","50368"
"National","eastern cape","A Nzo DM","Public Health","Male","29077","13779","42856"
"National","eastern cape","Buffalo City MM","Private Health","Female","2777","1134","3911"
"National","eastern cape","Buffalo City MM","Private Health","Male","2271","876","3147"
"National","eastern cape","Buffalo City MM","Public Health","Female","16407","9518","25925"
"National","eastern cape","Buffalo City MM","Public Health","Male","13035","6719","19754"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13650","3588","17238"
"National","eastern cape","C Hani DM","Public Health","Male","11008","2622","13630"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","645","359","1004"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7775","2703","10478"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6932","2180","9112"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3992","2010","6002"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3626","1690","5316"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15708","6466","22174"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12237","4591","16828"
"National","eastern cape","O Tambo DM","Private Health","Female","301","117","418"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43507","17076","60583"
"National","eastern cape","O Tambo DM","Public Health","Male","36695","12837","49532"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1541","1064","2605"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1340","805","2145"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9544","5346","14890"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8017","3996","12013"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","442","279","721"
"National","free state","Fezile Dabi DM","Public Health","Female","13046","4997","18043"
"National","free state","Fezile Dabi DM","Public Health","Male","10725","3632","14357"
"National","free state","Lejweleputswa DM","Private Health","Female","3697","1422","5119"
"National","free state","Lejweleputswa DM","Private Health","Male","2956","1076","4032"
"National","free state","Lejweleputswa DM","Public Health","Female","13903","5241","19144"
"National","free state","Lejweleputswa DM","Public Health","Male","11943","3710","15653"
"National","free state","Mangaung MM","Private Health","Female","2932","1998","4930"
