"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10605","5091","15696"
"National","eastern cape","Private Health","Male","8941","3923","12864"
"National","eastern cape","Public Health","Female","144403","50081","194484"
"National","eastern cape","Public Health","Male","118036","34942","152978"
"National","free state","Private Health","Female","9200","4474","13674"
"National","free state","Private Health","Male","7529","3403","10932"
"National","free state","Public Health","Female","84119","39273","123392"
"National","free state","Public Health","Male","71820","29298","101118"
"National","gauteng","Private Health","Female","53926","29811","83737"
"National","gauteng","Private Health","Male","49472","25474","74946"
"National","gauteng","Public Health","Female","163627","64716","228343"
"National","gauteng","Public Health","Male","129136","47332","176468"
"National","kwazulu-natal","Private Health","Female","17370","9679","27049"
"National","kwazulu-natal","Private Health","Male","15701","8208","23909"
"National","kwazulu-natal","Public Health","Female","155035","62183","217218"
"National","kwazulu-natal","Public Health","Male","105492","37926","143418"
"National","limpopo","Private Health","Female","11849","5110","16959"
"National","limpopo","Private Health","Male","9209","3560","12769"
"National","limpopo","Public Health","Female","140403","46173","186576"
"National","limpopo","Public Health","Male","122080","34710","156790"
"National","mpumalanga","Private Health","Female","4045","1696","5741"
"National","mpumalanga","Private Health","Male","3527","1485","5012"
"National","mpumalanga","Public Health","Female","75323","24886","100209"
"National","mpumalanga","Public Health","Male","62616","17409","80025"
"National","northern cape","Private Health","Female","2148","1046","3194"
"National","northern cape","Private Health","Male","1974","788","2762"
"National","northern cape","Public Health","Female","16929","5382","22311"
"National","northern cape","Public Health","Male","13272","3991","17263"
"National","north west","Private Health","Female","5274","2432","7706"
"National","north west","Private Health","Male","4763","2022","6785"
"National","north west","Public Health","Female","79266","27645","106911"
"National","north west","Public Health","Male","65604","19858","85462"
"National","western cape","Private Health","Female","23722","12497","36219"
"National","western cape","Private Health","Male","21341","10823","32164"
"National","western cape","Public Health","Female","47290","15712","63002"
"National","western cape","Public Health","Male","39354","12820","52174"
