"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","918501"
"Janssen Vaccines & Prevention B.V","free state","Adults","487516"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1549085"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1247133"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1080807"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","830647"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216182"
"Janssen Vaccines & Prevention B.V","north west","Adults","714228"
"Janssen Vaccines & Prevention B.V","western cape","Adults","751749"
"Pfizer","eastern cape","12-17 Years","107757"
"Pfizer","eastern cape","Adults","1131671"
"Pfizer","free state","12-17 Years","79572"
"Pfizer","free state","Adults","595139"
"Pfizer","gauteng","12-17 Years","170475"
"Pfizer","gauteng","Adults","3396942"
"Pfizer","kwazulu-natal","12-17 Years","131488"
"Pfizer","kwazulu-natal","Adults","1656531"
"Pfizer","limpopo","12-17 Years","96154"
"Pfizer","limpopo","Adults","880648"
"Pfizer","mpumalanga","12-17 Years","49492"
"Pfizer","mpumalanga","Adults","475562"
"Pfizer","northern cape","12-17 Years","14165"
"Pfizer","northern cape","Adults","194400"
"Pfizer","north west","12-17 Years","52813"
"Pfizer","north west","Adults","540526"
"Pfizer","western cape","12-17 Years","53236"
"Pfizer","western cape","Adults","1865774"
