"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10314","5059","15373"
"National","eastern cape","Private Health","Male","8720","3942","12662"
"National","eastern cape","Public Health","Female","147680","57419","205099"
"National","eastern cape","Public Health","Male","121688","41337","163025"
"National","free state","Private Health","Female","9146","4606","13752"
"National","free state","Private Health","Male","7554","3556","11110"
"National","free state","Public Health","Female","83556","40734","124290"
"National","free state","Public Health","Male","71469","30676","102145"
"National","gauteng","Private Health","Female","53115","30258","83373"
"National","gauteng","Private Health","Male","48813","25978","74791"
"National","gauteng","Public Health","Female","161761","65822","227583"
"National","gauteng","Public Health","Male","127948","48417","176365"
"National","kwazulu-natal","Private Health","Female","16879","9590","26469"
"National","kwazulu-natal","Private Health","Male","15323","8215","23538"
"National","kwazulu-natal","Public Health","Female","157630","70789","228419"
"National","kwazulu-natal","Public Health","Male","107416","42894","150310"
"National","limpopo","Private Health","Female","11790","5219","17009"
"National","limpopo","Private Health","Male","9178","3663","12841"
"National","limpopo","Public Health","Female","143996","49933","193929"
"National","limpopo","Public Health","Male","124388","37339","161727"
"National","mpumalanga","Private Health","Female","3946","1707","5653"
"National","mpumalanga","Private Health","Male","3440","1524","4964"
"National","mpumalanga","Public Health","Female","76948","27343","104291"
"National","mpumalanga","Public Health","Male","63450","18918","82368"
"National","northern cape","Private Health","Female","2128","1047","3175"
"National","northern cape","Private Health","Male","1949","813","2762"
"National","northern cape","Public Health","Female","18100","7106","25206"
"National","northern cape","Public Health","Male","14213","5199","19412"
"National","north west","Private Health","Female","5168","2408","7576"
"National","north west","Private Health","Male","4674","2034","6708"
"National","north west","Public Health","Female","78245","27999","106244"
"National","north west","Public Health","Male","64865","20372","85237"
"National","western cape","Private Health","Female","23230","12671","35901"
"National","western cape","Private Health","Male","21008","10957","31965"
"National","western cape","Public Health","Female","47863","16263","64126"
"National","western cape","Public Health","Male","40031","13345","53376"
