"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920363"
"Janssen Vaccines & Prevention B.V","free state","Adults","488331"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1555909"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1250850"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1083514"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833640"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216526"
"Janssen Vaccines & Prevention B.V","north west","Adults","715528"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754035"
"Pfizer","eastern cape","12-17 Years","116346"
"Pfizer","eastern cape","Adults","1138313"
"Pfizer","free state","12-17 Years","80113"
"Pfizer","free state","Adults","598321"
"Pfizer","gauteng","12-17 Years","170412"
"Pfizer","gauteng","Adults","3409321"
"Pfizer","kwazulu-natal","12-17 Years","133784"
"Pfizer","kwazulu-natal","Adults","1664472"
"Pfizer","limpopo","12-17 Years","99222"
"Pfizer","limpopo","Adults","884209"
"Pfizer","mpumalanga","12-17 Years","52575"
"Pfizer","mpumalanga","Adults","478283"
"Pfizer","northern cape","12-17 Years","14831"
"Pfizer","northern cape","Adults","195085"
"Pfizer","north west","12-17 Years","52761"
"Pfizer","north west","Adults","542200"
"Pfizer","western cape","12-17 Years","54204"
"Pfizer","western cape","Adults","1871017"
