"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859492","0","149460","1008952"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463935","0","92461","556396"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1418334","0","205337","1623671"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1156343","0","178887","1335230"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049327","0","149479","1198806"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","811715","0","126326","938041"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207062","0","34148","241210"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692050","0","112062","804112"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659421","0","110926","770347"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137571","0","65388","202959"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1351281","1138311","244775","2734367"
"Pfizer","National","eastern cape","12-17 Years","294556","116346","0","410902"
"Pfizer","National","free state","12-17 Years","170948","80113","0","251061"
"Pfizer","National","free state","Adults","680137","598321","141247","1419705"
"Pfizer","National","gauteng","12-17 Years","388540","170412","18","558970"
"Pfizer","National","gauteng","Adults","3931534","3409303","678862","8019699"
"Pfizer","National","kwazulu-natal","Adults","1998233","1664467","334579","3997279"
"Pfizer","National","kwazulu-natal","12-17 Years","295628","133784","9","429421"
"Pfizer","National","limpopo","Adults","1051707","884209","174883","2110799"
"Pfizer","National","limpopo","12-17 Years","290613","99222","2","389837"
"Pfizer","National","mpumalanga","12-17 Years","148455","52575","0","201030"
"Pfizer","National","mpumalanga","Adults","580070","478282","107858","1166210"
"Pfizer","National","northern cape","12-17 Years","36625","14831","0","51456"
"Pfizer","National","northern cape","Adults","228176","195085","36346","459607"
"Pfizer","National","north west","12-17 Years","151423","52761","4","204188"
"Pfizer","National","north west","Adults","626843","542198","111822","1280863"
"Pfizer","National","western cape","12-17 Years","132611","54204","3","186818"
"Pfizer","National","western cape","Adults","2128857","1871003","489476","4489336"
