"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10122","5050","15172"
"National","eastern cape","Private Health","Male","8574","3922","12496"
"National","eastern cape","Public Health","Female","150966","62210","213176"
"National","eastern cape","Public Health","Male","125033","45650","170683"
"National","free state","Private Health","Female","9081","4623","13704"
"National","free state","Private Health","Male","7496","3579","11075"
"National","free state","Public Health","Female","83020","40990","124010"
"National","free state","Public Health","Male","71155","30899","102054"
"National","gauteng","Private Health","Female","52442","29995","82437"
"National","gauteng","Private Health","Male","48208","25807","74015"
"National","gauteng","Public Health","Female","160326","65863","226189"
"National","gauteng","Public Health","Male","127024","48595","175619"
"National","kwazulu-natal","Private Health","Female","16550","9435","25985"
"National","kwazulu-natal","Private Health","Male","15086","8150","23236"
"National","kwazulu-natal","Public Health","Female","156645","72250","228895"
"National","kwazulu-natal","Public Health","Male","106934","44004","150938"
"National","limpopo","Private Health","Female","11753","5325","17078"
"National","limpopo","Private Health","Male","9119","3693","12812"
"National","limpopo","Public Health","Female","144755","51741","196496"
"National","limpopo","Public Health","Male","125027","38759","163786"
"National","mpumalanga","Private Health","Female","3874","1696","5570"
"National","mpumalanga","Private Health","Male","3393","1508","4901"
"National","mpumalanga","Public Health","Female","77510","29547","107057"
"National","mpumalanga","Public Health","Male","63772","20325","84097"
"National","northern cape","Private Health","Female","2087","1047","3134"
"National","northern cape","Private Health","Male","1913","817","2730"
"National","northern cape","Public Health","Female","18273","7545","25818"
"National","northern cape","Public Health","Male","14353","5543","19896"
"National","north west","Private Health","Female","5075","2395","7470"
"National","north west","Private Health","Male","4619","2023","6642"
"National","north west","Public Health","Female","77306","27847","105153"
"National","north west","Public Health","Male","64201","20435","84636"
"National","western cape","Private Health","Female","22874","12563","35437"
"National","western cape","Private Health","Male","20744","10890","31634"
"National","western cape","Public Health","Female","48333","16921","65254"
"National","western cape","Public Health","Male","40494","13899","54393"
