"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859637","0","149748","1009385"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464044","0","92728","556772"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1419184","0","205825","1625009"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1156890","0","179224","1336114"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049635","0","149864","1199499"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","812131","0","126694","938825"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207163","0","34222","241385"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692231","0","112333","804564"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659710","0","111123","770833"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137572","0","65388","202960"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1352195","1138912","245285","2736392"
"Pfizer","National","eastern cape","12-17 Years","294695","116832","0","411527"
"Pfizer","National","free state","12-17 Years","170752","80091","0","250843"
"Pfizer","National","free state","Adults","680671","598691","141633","1420995"
"Pfizer","National","gauteng","12-17 Years","388000","170260","18","558278"
"Pfizer","National","gauteng","Adults","3933231","3410564","679736","8023531"
"Pfizer","National","kwazulu-natal","Adults","1999493","1665266","335076","3999835"
"Pfizer","National","kwazulu-natal","12-17 Years","295215","133839","9","429063"
"Pfizer","National","limpopo","Adults","1052545","884701","175169","2112415"
"Pfizer","National","limpopo","12-17 Years","290654","99518","2","390174"
"Pfizer","National","mpumalanga","12-17 Years","148549","53076","0","201625"
"Pfizer","National","mpumalanga","Adults","580523","478509","107972","1167004"
"Pfizer","National","northern cape","12-17 Years","36626","14952","0","51578"
"Pfizer","National","northern cape","Adults","228338","195176","36437","459951"
"Pfizer","National","north west","12-17 Years","151201","52700","4","203905"
"Pfizer","National","north west","Adults","627242","542425","111987","1281654"
"Pfizer","National","western cape","12-17 Years","132445","54273","3","186721"
"Pfizer","National","western cape","Adults","2129510","1871466","489974","4490950"
