"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","148"
"Janssen Vaccines & Prevention B.V","free state","Adults","52"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","320"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","308"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","139"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","212"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","15"
"Janssen Vaccines & Prevention B.V","north west","Adults","43"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78"
"Pfizer","eastern cape","12-17 Years","826"
"Pfizer","eastern cape","Adults","297"
"Pfizer","free state","12-17 Years","92"
"Pfizer","free state","Adults","151"
"Pfizer","gauteng","12-17 Years","103"
"Pfizer","gauteng","Adults","395"
"Pfizer","kwazulu-natal","12-17 Years","511"
"Pfizer","kwazulu-natal","Adults","365"
"Pfizer","limpopo","12-17 Years","173"
"Pfizer","limpopo","Adults","182"
"Pfizer","mpumalanga","12-17 Years","137"
"Pfizer","mpumalanga","Adults","187"
"Pfizer","northern cape","12-17 Years","27"
"Pfizer","northern cape","Adults","9"
"Pfizer","north west","12-17 Years","8"
"Pfizer","north west","Adults","39"
"Pfizer","western cape","12-17 Years","21"
"Pfizer","western cape","Adults","124"
