"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","844613","0","121112","965725"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","457015","0","75724","532739"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1376514","0","177933","1554447"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1122781","0","149016","1271797"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1033326","0","123294","1156620"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","782982","0","96644","879626"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","202491","0","24963","227454"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","682798","0","97328","780126"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","646939","0","98242","745181"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60860","0","24220","85080"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137340","0","65377","202717"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94480","0","40022","134502"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21895","0","7150","29045"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94605","0","61528","156133"
"Pfizer","National","eastern cape","Adults","1317540","1103672","196444","2617656"
"Pfizer","National","eastern cape","12-17 Years","276621","85925","0","362546"
"Pfizer","National","free state","12-17 Years","171463","73854","0","245317"
"Pfizer","National","free state","Adults","663451","580208","118874","1362533"
"Pfizer","National","gauteng","12-17 Years","391414","162194","7","553615"
"Pfizer","National","gauteng","Adults","3862882","3337576","612991","7813449"
"Pfizer","National","kwazulu-natal","Adults","1942221","1608650","291430","3842301"
"Pfizer","National","kwazulu-natal","12-17 Years","280890","107950","6","388846"
"Pfizer","National","limpopo","Adults","1026516","862437","152107","2041060"
"Pfizer","National","limpopo","12-17 Years","268334","82863","0","351197"
"Pfizer","National","mpumalanga","12-17 Years","142471","41982","0","184453"
"Pfizer","National","mpumalanga","Adults","559913","459530","87094","1106537"
"Pfizer","National","northern cape","12-17 Years","32692","10136","0","42828"
"Pfizer","National","northern cape","Adults","221211","189004","29398","439613"
"Pfizer","National","north west","12-17 Years","153169","49738","2","202909"
"Pfizer","National","north west","Adults","613156","530121","99206","1242483"
"Pfizer","National","western cape","12-17 Years","131151","50659","2","181812"
"Pfizer","National","western cape","Adults","2103541","1843815","449079","4396435"
