"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","905473"
"Janssen Vaccines & Prevention B.V","free state","Adults","481405"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1513854"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1217262"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1067507"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","804877"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211955"
"Janssen Vaccines & Prevention B.V","north west","Adults","706263"
"Janssen Vaccines & Prevention B.V","western cape","Adults","741544"
"Pfizer","eastern cape","12-17 Years","85925"
"Pfizer","eastern cape","Adults","1103674"
"Pfizer","free state","12-17 Years","73854"
"Pfizer","free state","Adults","580208"
"Pfizer","gauteng","12-17 Years","162194"
"Pfizer","gauteng","Adults","3337589"
"Pfizer","kwazulu-natal","12-17 Years","107950"
"Pfizer","kwazulu-natal","Adults","1608655"
"Pfizer","limpopo","12-17 Years","82863"
"Pfizer","limpopo","Adults","862437"
"Pfizer","mpumalanga","12-17 Years","41982"
"Pfizer","mpumalanga","Adults","459530"
"Pfizer","northern cape","12-17 Years","10136"
"Pfizer","northern cape","Adults","189004"
"Pfizer","north west","12-17 Years","49738"
"Pfizer","north west","Adults","530123"
"Pfizer","western cape","12-17 Years","50659"
"Pfizer","western cape","Adults","1843819"
