"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","2"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","44"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","13"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","17"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","15"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","12"
"Janssen Vaccines & Prevention B.V","western cape","Adults","15"
"Pfizer","eastern cape","12-17 Years","40"
"Pfizer","eastern cape","Adults","35"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","16"
"Pfizer","gauteng","Adults","55"
"Pfizer","kwazulu-natal","12-17 Years","7"
"Pfizer","kwazulu-natal","Adults","13"
"Pfizer","limpopo","12-17 Years","19"
"Pfizer","limpopo","Adults","18"
"Pfizer","mpumalanga","12-17 Years","1"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","22"
"Pfizer","western cape","12-17 Years","9"
"Pfizer","western cape","Adults","25"
