"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","2","0","7","9"
"Janssen Vaccines & Prevention B.V","free state","Adults","0","0","4","4"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","44","0","13","57"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","13","0","12","25"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","17","0","83","100"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","15","0","3","18"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","12","0","26","38"
"Janssen Vaccines & Prevention B.V","western cape","Adults","15","0","19","34"
"Pfizer","eastern cape","12-17 Years","22","40","0","62"
"Pfizer","eastern cape","Adults","30","35","8","73"
"Pfizer","free state","Adults","2","0","6","8"
"Pfizer","gauteng","12-17 Years","14","16","0","30"
"Pfizer","gauteng","Adults","58","55","67","180"
"Pfizer","kwazulu-natal","12-17 Years","26","7","0","33"
"Pfizer","kwazulu-natal","Adults","10","13","36","59"
"Pfizer","limpopo","12-17 Years","8","19","0","27"
"Pfizer","limpopo","Adults","17","18","11","46"
"Pfizer","mpumalanga","12-17 Years","1","1","0","2"
"Pfizer","mpumalanga","Adults","16","2","2","20"
"Pfizer","northern cape","12-17 Years","1","0","0","1"
"Pfizer","north west","12-17 Years","0","5","0","5"
"Pfizer","north west","Adults","1","22","18","41"
"Pfizer","western cape","12-17 Years","1","9","0","10"
"Pfizer","western cape","Adults","3","25","84","112"
