"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102946"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119933"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72179"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107567"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51421"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165876"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212092"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90852"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81298"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76051"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153633"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144797"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33401"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327360"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560179"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102794"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469131"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108013"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80127"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345232"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58795"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63917"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102875"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67811"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141676"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102779"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97600"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97042"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98891"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275182"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245541"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187081"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244778"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136740"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416284"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189439"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232564"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71937"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41794"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28273"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59369"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296857"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109428"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201205"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110581"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434298"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121640"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78130"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47528"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68697"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9548"
"Pfizer","eastern cape","Amathole DM","Adults","148769"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","28094"
"Pfizer","eastern cape","A Nzo DM","Adults","103648"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17899"
"Pfizer","eastern cape","Buffalo City MM","Adults","213271"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6441"
"Pfizer","eastern cape","C Hani DM","Adults","118939"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5508"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56032"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14642"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276174"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29725"
"Pfizer","eastern cape","O Tambo DM","Adults","136937"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11286"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93644"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9295"
"Pfizer","free state","Fezile Dabi DM","Adults","93938"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11573"
"Pfizer","free state","Lejweleputswa DM","Adults","154134"
"Pfizer","free state","Mangaung MM","12-17 Years","28446"
"Pfizer","free state","Mangaung MM","Adults","201810"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29138"
"Pfizer","free state","T Mofutsanyana DM","Adults","137857"
"Pfizer","free state","Xhariep DM","12-17 Years","2012"
"Pfizer","free state","Xhariep DM","Adults","14270"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38653"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808038"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55550"
"Pfizer","gauteng","Johannesburg MM","Adults","1493758"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12134"
"Pfizer","gauteng","Sedibeng DM","Adults","155252"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44231"
"Pfizer","gauteng","Tshwane MM","Adults","731324"
"Pfizer","gauteng","West Rand DM","12-17 Years","18099"
"Pfizer","gauteng","West Rand DM","Adults","234887"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4698"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50061"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23059"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","770560"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13657"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68321"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6958"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98927"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8347"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92818"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8888"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134754"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9593"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213762"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15745"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59056"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9796"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42803"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11113"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57727"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20988"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84568"
"Pfizer","limpopo","Capricorn DM","12-17 Years","26869"
"Pfizer","limpopo","Capricorn DM","Adults","194079"
"Pfizer","limpopo","Mopani DM","12-17 Years","22264"
"Pfizer","limpopo","Mopani DM","Adults","176815"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18506"
"Pfizer","limpopo","Sekhukhune DM","Adults","143542"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21570"
"Pfizer","limpopo","Vhembe DM","Adults","204471"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12141"
"Pfizer","limpopo","Waterberg DM","Adults","171008"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","32439"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","201626"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10547"
"Pfizer","mpumalanga","G Sibande DM","Adults","138211"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12174"
"Pfizer","mpumalanga","Nkangala DM","Adults","142280"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6529"
"Pfizer","northern cape","Frances Baard DM","Adults","69716"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2302"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35677"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1173"
"Pfizer","northern cape","Namakwa DM","Adults","26247"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2744"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26102"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2742"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38360"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23414"
"Pfizer","north west","Bojanala Platinum DM","Adults","275783"
