"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","36","188"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14232","5191","19423"
"National","eastern cape","Amathole DM","Public Health","Male","12133","4303","16436"
"National","eastern cape","A Nzo DM","Public Health","Female","31464","15905","47369"
"National","eastern cape","A Nzo DM","Public Health","Male","27509","12189","39698"
"National","eastern cape","Buffalo City MM","Private Health","Female","2846","1172","4018"
"National","eastern cape","Buffalo City MM","Private Health","Male","2318","895","3213"
"National","eastern cape","Buffalo City MM","Public Health","Female","16238","9347","25585"
"National","eastern cape","Buffalo City MM","Public Health","Male","12687","6485","19172"
"National","eastern cape","C Hani DM","Private Health","Female","221","106","327"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13874","3622","17496"
"National","eastern cape","C Hani DM","Public Health","Male","11151","2637","13788"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","656","365","1021"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","497","217","714"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7867","2725","10592"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7040","2201","9241"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4073","2045","6118"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3685","1711","5396"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15602","6380","21982"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12158","4506","16664"
"National","eastern cape","O Tambo DM","Private Health","Female","310","119","429"
"National","eastern cape","O Tambo DM","Private Health","Male","247","112","359"
"National","eastern cape","O Tambo DM","Public Health","Female","43733","16894","60627"
"National","eastern cape","O Tambo DM","Public Health","Male","36642","12600","49242"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1575","1082","2657"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1371","821","2192"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9619","5385","15004"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8075","3998","12073"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13203","5026","18229"
"National","free state","Fezile Dabi DM","Public Health","Male","10766","3642","14408"
"National","free state","Lejweleputswa DM","Private Health","Female","3778","1451","5229"
"National","free state","Lejweleputswa DM","Private Health","Male","3017","1090","4107"
"National","free state","Lejweleputswa DM","Public Health","Female","14071","5297","19368"
"National","free state","Lejweleputswa DM","Public Health","Male","12071","3735","15806"
"National","free state","Mangaung MM","Private Health","Female","2965","1906","4871"
"National","free state","Mangaung MM","Private Health","Male","2440","1445","3885"
"National","free state","Mangaung MM","Public Health","Female","23470","13887","37357"
"National","free state","Mangaung MM","Public Health","Male","20951","11208","32159"
"National","free state","T Mofutsanyana DM","Private Health","Female","1847","1124","2971"
"National","free state","T Mofutsanyana DM","Private Health","Male","1587","918","2505"
"National","free state","T Mofutsanyana DM","Public Health","Female","26830","15471","42301"
"National","free state","T Mofutsanyana DM","Public Health","Male","23050","11625","34675"
