"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861993","0","153275","1015268"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464784","0","94855","559639"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1429885","0","211528","1641413"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1162236","0","183089","1345325"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1055135","0","156782","1211917"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","816360","0","130461","946821"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208286","0","35101","243387"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694591","0","115840","810431"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662515","0","112522","775037"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137588","0","65388","202976"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21927","0","7152","29079"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1362909","1147412","253677","2763998"
"Pfizer","National","eastern cape","12-17 Years","298225","123143","0","421368"
"Pfizer","National","free state","12-17 Years","168728","80464","0","249192"
"Pfizer","National","free state","Adults","684991","602008","144642","1431641"
"Pfizer","National","gauteng","12-17 Years","382589","168667","19","551275"
"Pfizer","National","gauteng","Adults","3949351","3423240","688928","8061519"
"Pfizer","National","kwazulu-natal","Adults","2010862","1673352","339547","4023761"
"Pfizer","National","kwazulu-natal","12-17 Years","290797","132842","12","423651"
"Pfizer","National","limpopo","Adults","1060943","889915","179628","2130486"
"Pfizer","National","limpopo","12-17 Years","289975","101350","2","391327"
"Pfizer","National","mpumalanga","12-17 Years","148161","55160","0","203321"
"Pfizer","National","mpumalanga","Adults","585821","482116","109524","1177461"
"Pfizer","National","northern cape","12-17 Years","36627","15490","0","52117"
"Pfizer","National","northern cape","Adults","229808","196102","37151","463061"
"Pfizer","National","north west","12-17 Years","149334","52370","4","201708"
"Pfizer","National","north west","Adults","631260","545089","114198","1290547"
"Pfizer","National","western cape","12-17 Years","130450","54677","3","185130"
"Pfizer","National","western cape","Adults","2135760","1875855","493901","4505516"
