"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10334","5073","15407"
"National","eastern cape","Private Health","Male","8747","3950","12697"
"National","eastern cape","Public Health","Female","146806","56347","203153"
"National","eastern cape","Public Health","Male","120722","40268","160990"
"National","free state","Private Health","Female","9165","4611","13776"
"National","free state","Private Health","Male","7545","3554","11099"
"National","free state","Public Health","Female","83508","40626","124134"
"National","free state","Public Health","Male","71415","30566","101981"
"National","gauteng","Private Health","Female","53231","30292","83523"
"National","gauteng","Private Health","Male","48910","26011","74921"
"National","gauteng","Public Health","Female","162044","65796","227840"
"National","gauteng","Public Health","Male","128146","48410","176556"
"National","kwazulu-natal","Private Health","Female","16943","9613","26556"
"National","kwazulu-natal","Private Health","Male","15389","8244","23633"
"National","kwazulu-natal","Public Health","Female","157292","69943","227235"
"National","kwazulu-natal","Public Health","Male","107269","42434","149703"
"National","limpopo","Private Health","Female","11789","5182","16971"
"National","limpopo","Private Health","Male","9196","3632","12828"
"National","limpopo","Public Health","Female","143369","49524","192893"
"National","limpopo","Public Health","Male","123996","36941","160937"
"National","mpumalanga","Private Health","Female","3958","1713","5671"
"National","mpumalanga","Private Health","Male","3446","1524","4970"
"National","mpumalanga","Public Health","Female","76765","27067","103832"
"National","mpumalanga","Public Health","Male","63335","18671","82006"
"National","northern cape","Private Health","Female","2124","1049","3173"
"National","northern cape","Private Health","Male","1947","814","2761"
"National","northern cape","Public Health","Female","17990","7030","25020"
"National","northern cape","Public Health","Male","14117","5149","19266"
"National","north west","Private Health","Female","5181","2414","7595"
"National","north west","Private Health","Male","4694","2040","6734"
"National","north west","Public Health","Female","78338","27959","106297"
"National","north west","Public Health","Male","64973","20347","85320"
"National","western cape","Private Health","Female","23316","12685","36001"
"National","western cape","Private Health","Male","21056","10973","32029"
"National","western cape","Public Health","Female","47485","16142","63627"
"National","western cape","Public Health","Male","39689","13266","52955"
