"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917953"
"Janssen Vaccines & Prevention B.V","free state","Adults","487372"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1547690"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1246020"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1080127"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","829997"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216084"
"Janssen Vaccines & Prevention B.V","north west","Adults","713949"
"Janssen Vaccines & Prevention B.V","western cape","Adults","751293"
"Pfizer","eastern cape","12-17 Years","105638"
"Pfizer","eastern cape","Adults","1130110"
"Pfizer","free state","12-17 Years","79357"
"Pfizer","free state","Adults","594436"
"Pfizer","gauteng","12-17 Years","170509"
"Pfizer","gauteng","Adults","3394422"
"Pfizer","kwazulu-natal","12-17 Years","130234"
"Pfizer","kwazulu-natal","Adults","1654235"
"Pfizer","limpopo","12-17 Years","95279"
"Pfizer","limpopo","Adults","879417"
"Pfizer","mpumalanga","12-17 Years","48975"
"Pfizer","mpumalanga","Adults","474940"
"Pfizer","northern cape","12-17 Years","14042"
"Pfizer","northern cape","Adults","194200"
"Pfizer","north west","12-17 Years","52760"
"Pfizer","north west","Adults","540155"
"Pfizer","western cape","12-17 Years","53066"
"Pfizer","western cape","Adults","1864841"
