"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857085","0","145132","1002217"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462977","0","89849","552826"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1410147","0","200232","1610379"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1151517","0","174778","1326295"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045943","0","143817","1189760"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808079","0","122452","930531"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206620","0","33654","240274"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690474","0","109823","800297"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656680","0","108624","765304"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24220","85088"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137540","0","65383","202923"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94501","0","40024","134525"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34184","0","17016","51200"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1341878","1130108","236523","2708509"
"Pfizer","National","eastern cape","12-17 Years","286609","105638","0","392247"
"Pfizer","National","free state","12-17 Years","171633","79357","0","250990"
"Pfizer","National","free state","Adults","675873","594436","137182","1407491"
"Pfizer","National","gauteng","12-17 Years","392331","170509","15","562855"
"Pfizer","National","gauteng","Adults","3915495","3394407","667533","7977435"
"Pfizer","National","kwazulu-natal","Adults","1986792","1654230","328329","3969351"
"Pfizer","National","kwazulu-natal","12-17 Years","296893","130234","9","427136"
"Pfizer","National","limpopo","Adults","1044848","879417","171780","2096045"
"Pfizer","National","limpopo","12-17 Years","288350","95279","2","383631"
"Pfizer","National","mpumalanga","12-17 Years","147504","48975","0","196479"
"Pfizer","National","mpumalanga","Adults","575492","474939","106207","1156638"
"Pfizer","National","northern cape","12-17 Years","36178","14042","0","50220"
"Pfizer","National","northern cape","Adults","227026","194200","35909","457135"
"Pfizer","National","north west","12-17 Years","153186","52760","4","205950"
"Pfizer","National","north west","Adults","623799","540153","110376","1274328"
"Pfizer","National","western cape","12-17 Years","131546","53066","2","184614"
"Pfizer","National","western cape","Adults","2122561","1864829","483093","4470483"
