"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10529","5127","15656"
"National","eastern cape","Private Health","Male","8888","3962","12850"
"National","eastern cape","Public Health","Female","144147","50758","194905"
"National","eastern cape","Public Health","Male","118201","35483","153684"
"National","free state","Private Health","Female","9183","4590","13773"
"National","free state","Private Health","Male","7534","3489","11023"
"National","free state","Public Health","Female","83921","39818","123739"
"National","free state","Public Health","Male","71711","29773","101484"
"National","gauteng","Private Health","Female","53838","30183","84021"
"National","gauteng","Private Health","Male","49452","25829","75281"
"National","gauteng","Public Health","Female","163685","65610","229295"
"National","gauteng","Public Health","Male","129289","48049","177338"
"National","kwazulu-natal","Private Health","Female","17254","9695","26949"
"National","kwazulu-natal","Private Health","Male","15587","8246","23833"
"National","kwazulu-natal","Public Health","Female","156214","63915","220129"
"National","kwazulu-natal","Public Health","Male","106345","38917","145262"
"National","limpopo","Private Health","Female","11849","5152","17001"
"National","limpopo","Private Health","Male","9223","3598","12821"
"National","limpopo","Public Health","Female","141195","47423","188618"
"National","limpopo","Public Health","Male","122642","35494","158136"
"National","mpumalanga","Private Health","Female","4035","1722","5757"
"National","mpumalanga","Private Health","Male","3522","1503","5025"
"National","mpumalanga","Public Health","Female","75500","25386","100886"
"National","mpumalanga","Public Health","Male","62739","17704","80443"
"National","northern cape","Private Health","Female","2143","1065","3208"
"National","northern cape","Private Health","Male","1971","810","2781"
"National","northern cape","Public Health","Female","17069","5636","22705"
"National","northern cape","Public Health","Male","13364","4144","17508"
"National","north west","Private Health","Female","5270","2448","7718"
"National","north west","Private Health","Male","4757","2045","6802"
"National","north west","Public Health","Female","79120","27890","107010"
"National","north west","Public Health","Male","65519","20142","85661"
"National","western cape","Private Health","Female","23659","12662","36321"
"National","western cape","Private Health","Male","21298","10946","32244"
"National","western cape","Public Health","Female","47192","15844","63036"
"National","western cape","Public Health","Male","39365","12961","52326"
