"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","218"
"Janssen Vaccines & Prevention B.V","free state","Adults","27"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","438"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","135"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","98"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","92"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","50"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116"
"Pfizer","eastern cape","12-17 Years","93"
"Pfizer","eastern cape","Adults","391"
"Pfizer","free state","12-17 Years","124"
"Pfizer","free state","Adults","73"
"Pfizer","gauteng","12-17 Years","55"
"Pfizer","gauteng","Adults","347"
"Pfizer","kwazulu-natal","12-17 Years","20"
"Pfizer","kwazulu-natal","Adults","114"
"Pfizer","limpopo","12-17 Years","36"
"Pfizer","limpopo","Adults","142"
"Pfizer","mpumalanga","12-17 Years","17"
"Pfizer","mpumalanga","Adults","53"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","40"
"Pfizer","north west","12-17 Years","36"
"Pfizer","north west","Adults","68"
"Pfizer","western cape","12-17 Years","94"
"Pfizer","western cape","Adults","107"
