"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861664","0","152851","1014515"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464686","0","94569","559255"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1428057","0","210638","1638695"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1161451","0","182455","1343906"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1054528","0","156028","1210556"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","815786","0","129834","945620"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208091","0","34975","243066"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694170","0","115161","809331"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662062","0","112314","774376"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137585","0","65388","202973"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7152","29078"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1361485","1146384","252772","2760641"
"Pfizer","National","eastern cape","12-17 Years","297428","122044","0","419472"
"Pfizer","National","free state","12-17 Years","169020","80342","0","249362"
"Pfizer","National","free state","Adults","684371","601526","144182","1430079"
"Pfizer","National","gauteng","12-17 Years","383397","168931","19","552347"
"Pfizer","National","gauteng","Adults","3946676","3421043","687255","8054974"
"Pfizer","National","kwazulu-natal","Adults","2009100","1672075","338805","4019980"
"Pfizer","National","kwazulu-natal","12-17 Years","291451","133040","12","424503"
"Pfizer","National","limpopo","Adults","1059746","889119","179058","2127923"
"Pfizer","National","limpopo","12-17 Years","289593","100962","2","390557"
"Pfizer","National","mpumalanga","12-17 Years","148077","54554","0","202631"
"Pfizer","National","mpumalanga","Adults","584953","481568","109320","1175841"
"Pfizer","National","northern cape","12-17 Years","36461","15394","0","51855"
"Pfizer","National","northern cape","Adults","229559","195913","37038","462510"
"Pfizer","National","north west","12-17 Years","149527","52421","4","201952"
"Pfizer","National","north west","Adults","630541","544568","113786","1288895"
"Pfizer","National","western cape","12-17 Years","130651","54548","3","185202"
"Pfizer","National","western cape","Adults","2134832","1875187","493325","4503344"
