"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","19","0","44","63"
"Janssen Vaccines & Prevention B.V","free state","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","161","0","201","362"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","197","0","134","331"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1","0","11","12"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","40","0","16","56"
"Janssen Vaccines & Prevention B.V","north west","Adults","110","0","238","348"
"Janssen Vaccines & Prevention B.V","western cape","Adults","14","0","2","16"
"Pfizer","eastern cape","12-17 Years","83","21","0","104"
"Pfizer","eastern cape","Adults","26","30","72","128"
"Pfizer","free state","12-17 Years","1","2","0","3"
"Pfizer","free state","Adults","5","5","5","15"
"Pfizer","gauteng","12-17 Years","38","54","1","93"
"Pfizer","gauteng","Adults","120","152","419","691"
"Pfizer","kwazulu-natal","12-17 Years","193","36","0","229"
"Pfizer","kwazulu-natal","Adults","116","104","148","368"
"Pfizer","limpopo","12-17 Years","63","6","0","69"
"Pfizer","limpopo","Adults","17","17","17","51"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","mpumalanga","Adults","2","3","4","9"
"Pfizer","north west","12-17 Years","33","61","0","94"
"Pfizer","north west","Adults","40","94","180","314"
"Pfizer","western cape","12-17 Years","0","1","0","1"
"Pfizer","western cape","Adults","4","5","7","16"
