"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","913225"
"Janssen Vaccines & Prevention B.V","free state","Adults","485145"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1532996"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1232002"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1075292"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","818257"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213929"
"Janssen Vaccines & Prevention B.V","north west","Adults","710982"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747164"
"Pfizer","eastern cape","12-17 Years","95206"
"Pfizer","eastern cape","Adults","1116418"
"Pfizer","free state","12-17 Years","77544"
"Pfizer","free state","Adults","587276"
"Pfizer","gauteng","12-17 Years","169304"
"Pfizer","gauteng","Adults","3368619"
"Pfizer","kwazulu-natal","12-17 Years","120354"
"Pfizer","kwazulu-natal","Adults","1632684"
"Pfizer","limpopo","12-17 Years","91394"
"Pfizer","limpopo","Adults","871650"
"Pfizer","mpumalanga","12-17 Years","46240"
"Pfizer","mpumalanga","Adults","466990"
"Pfizer","northern cape","12-17 Years","11506"
"Pfizer","northern cape","Adults","191567"
"Pfizer","north west","12-17 Years","52448"
"Pfizer","north west","Adults","535995"
"Pfizer","western cape","12-17 Years","52313"
"Pfizer","western cape","Adults","1855027"
