"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920282"
"Janssen Vaccines & Prevention B.V","free state","Adults","488306"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1555599"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1250656"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1083445"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833528"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216502"
"Janssen Vaccines & Prevention B.V","north west","Adults","715469"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753880"
"Pfizer","eastern cape","12-17 Years","116023"
"Pfizer","eastern cape","Adults","1137967"
"Pfizer","free state","12-17 Years","80094"
"Pfizer","free state","Adults","598184"
"Pfizer","gauteng","12-17 Years","170514"
"Pfizer","gauteng","Adults","3408757"
"Pfizer","kwazulu-natal","12-17 Years","133877"
"Pfizer","kwazulu-natal","Adults","1664104"
"Pfizer","limpopo","12-17 Years","99210"
"Pfizer","limpopo","Adults","884068"
"Pfizer","mpumalanga","12-17 Years","52394"
"Pfizer","mpumalanga","Adults","478160"
"Pfizer","northern cape","12-17 Years","14719"
"Pfizer","northern cape","Adults","195053"
"Pfizer","north west","12-17 Years","52787"
"Pfizer","north west","Adults","542137"
"Pfizer","western cape","12-17 Years","54197"
"Pfizer","western cape","Adults","1870831"
