"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10163","5073","15236"
"National","eastern cape","Private Health","Male","8599","3932","12531"
"National","eastern cape","Public Health","Female","150681","61765","212446"
"National","eastern cape","Public Health","Male","124738","45253","169991"
"National","free state","Private Health","Female","9120","4633","13753"
"National","free state","Private Health","Male","7516","3585","11101"
"National","free state","Public Health","Female","83153","40993","124146"
"National","free state","Public Health","Male","71261","30883","102144"
"National","gauteng","Private Health","Female","52616","30077","82693"
"National","gauteng","Private Health","Male","48352","25877","74229"
"National","gauteng","Public Health","Female","160650","65948","226598"
"National","gauteng","Public Health","Male","127197","48612","175809"
"National","kwazulu-natal","Private Health","Female","16602","9473","26075"
"National","kwazulu-natal","Private Health","Male","15123","8169","23292"
"National","kwazulu-natal","Public Health","Female","157020","72280","229300"
"National","kwazulu-natal","Public Health","Male","107121","43955","151076"
"National","limpopo","Private Health","Female","11777","5349","17126"
"National","limpopo","Private Health","Male","9146","3706","12852"
"National","limpopo","Public Health","Female","144820","51545","196365"
"National","limpopo","Public Health","Male","125113","38610","163723"
"National","mpumalanga","Private Health","Female","3882","1700","5582"
"National","mpumalanga","Private Health","Male","3402","1513","4915"
"National","mpumalanga","Public Health","Female","77483","29139","106622"
"National","mpumalanga","Public Health","Male","63736","20042","83778"
"National","northern cape","Private Health","Female","2095","1048","3143"
"National","northern cape","Private Health","Male","1919","818","2737"
"National","northern cape","Public Health","Female","18243","7412","25655"
"National","northern cape","Public Health","Male","14337","5441","19778"
"National","north west","Private Health","Female","5098","2408","7506"
"National","north west","Private Health","Male","4633","2026","6659"
"National","north west","Public Health","Female","77486","27897","105383"
"National","north west","Public Health","Male","64322","20456","84778"
"National","western cape","Private Health","Female","22967","12602","35569"
"National","western cape","Private Health","Male","20809","10922","31731"
"National","western cape","Public Health","Female","48394","16833","65227"
"National","western cape","Public Health","Male","40521","13840","54361"
