"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859411","0","149350","1008761"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463910","0","92378","556288"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1418024","0","205154","1623178"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1156149","0","178748","1334897"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049258","0","149355","1198613"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","811603","0","126198","937801"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207038","0","34127","241165"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691991","0","111983","803974"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659267","0","110818","770085"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137571","0","65388","202959"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1350717","1137965","244416","2733098"
"Pfizer","National","eastern cape","12-17 Years","294181","116023","0","410204"
"Pfizer","National","free state","12-17 Years","171050","80094","0","251144"
"Pfizer","National","free state","Adults","679879","598184","141122","1419185"
"Pfizer","National","gauteng","12-17 Years","388815","170514","18","559347"
"Pfizer","National","gauteng","Adults","3930792","3408740","678455","8017987"
"Pfizer","National","kwazulu-natal","Adults","1997710","1664099","334373","3996182"
"Pfizer","National","kwazulu-natal","12-17 Years","295866","133877","9","429752"
"Pfizer","National","limpopo","Adults","1051357","884068","174807","2110232"
"Pfizer","National","limpopo","12-17 Years","290856","99210","2","390068"
"Pfizer","National","mpumalanga","12-17 Years","148503","52394","0","200897"
"Pfizer","National","mpumalanga","Adults","579838","478159","107821","1165818"
"Pfizer","National","northern cape","12-17 Years","36594","14719","0","51313"
"Pfizer","National","northern cape","Adults","228127","195053","36337","459517"
"Pfizer","National","north west","12-17 Years","151539","52787","4","204330"
"Pfizer","National","north west","Adults","626686","542135","111777","1280598"
"Pfizer","National","western cape","12-17 Years","132691","54197","3","186891"
"Pfizer","National","western cape","Adults","2128564","1870817","489268","4488649"
