"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","907733"
"Janssen Vaccines & Prevention B.V","free state","Adults","482686"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1519812"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1221324"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1070532"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","808598"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212620"
"Janssen Vaccines & Prevention B.V","north west","Adults","707824"
"Janssen Vaccines & Prevention B.V","western cape","Adults","743458"
"Pfizer","eastern cape","12-17 Years","90842"
"Pfizer","eastern cape","Adults","1107643"
"Pfizer","free state","12-17 Years","75383"
"Pfizer","free state","Adults","582392"
"Pfizer","gauteng","12-17 Years","164314"
"Pfizer","gauteng","Adults","3346664"
"Pfizer","kwazulu-natal","12-17 Years","113451"
"Pfizer","kwazulu-natal","Adults","1615638"
"Pfizer","limpopo","12-17 Years","86219"
"Pfizer","limpopo","Adults","865132"
"Pfizer","mpumalanga","12-17 Years","43882"
"Pfizer","mpumalanga","Adults","461400"
"Pfizer","northern cape","12-17 Years","10781"
"Pfizer","northern cape","Adults","189743"
"Pfizer","north west","12-17 Years","51086"
"Pfizer","north west","Adults","531824"
"Pfizer","western cape","12-17 Years","51043"
"Pfizer","western cape","Adults","1847262"
