"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10651","5061","15712"
"National","eastern cape","Private Health","Male","8930","3886","12816"
"National","eastern cape","Public Health","Female","143499","48282","191781"
"National","eastern cape","Public Health","Male","116858","33613","150471"
"National","free state","Private Health","Female","9204","4380","13584"
"National","free state","Private Health","Male","7501","3347","10848"
"National","free state","Public Health","Female","84078","38709","122787"
"National","free state","Public Health","Male","71821","28947","100768"
"National","gauteng","Private Health","Female","54041","29557","83598"
"National","gauteng","Private Health","Male","49379","25163","74542"
"National","gauteng","Public Health","Female","162335","63350","225685"
"National","gauteng","Public Health","Male","128006","46244","174250"
"National","kwazulu-natal","Private Health","Female","17446","9636","27082"
"National","kwazulu-natal","Private Health","Male","15736","8164","23900"
"National","kwazulu-natal","Public Health","Female","151948","59554","211502"
"National","kwazulu-natal","Public Health","Male","103233","36097","139330"
"National","limpopo","Private Health","Female","11690","5039","16729"
"National","limpopo","Private Health","Male","9056","3492","12548"
"National","limpopo","Public Health","Female","137271","44456","181727"
"National","limpopo","Public Health","Male","117205","33232","150437"
"National","mpumalanga","Private Health","Female","4042","1676","5718"
"National","mpumalanga","Private Health","Male","3525","1462","4987"
"National","mpumalanga","Public Health","Female","74451","23897","98348"
"National","mpumalanga","Public Health","Male","61785","16847","78632"
"National","northern cape","Private Health","Female","2141","1030","3171"
"National","northern cape","Private Health","Male","1958","777","2735"
"National","northern cape","Public Health","Female","16474","5144","21618"
"National","northern cape","Public Health","Male","12959","3830","16789"
"National","north west","Private Health","Female","5273","2400","7673"
"National","north west","Private Health","Male","4764","2006","6770"
"National","north west","Public Health","Female","79052","27200","106252"
"National","north west","Public Health","Male","65307","19480","84787"
"National","western cape","Private Health","Female","23737","12305","36042"
"National","western cape","Private Health","Male","21292","10594","31886"
"National","western cape","Public Health","Female","47109","15518","62627"
"National","western cape","Public Health","Male","39163","12626","51789"
