"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","210"
"Janssen Vaccines & Prevention B.V","free state","Adults","43"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","341"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","281"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","185"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","12"
"Janssen Vaccines & Prevention B.V","north west","Adults","45"
"Janssen Vaccines & Prevention B.V","western cape","Adults","100"
"Pfizer","eastern cape","12-17 Years","750"
"Pfizer","eastern cape","Adults","319"
"Pfizer","free state","12-17 Years","124"
"Pfizer","free state","Adults","143"
"Pfizer","gauteng","12-17 Years","143"
"Pfizer","gauteng","Adults","375"
"Pfizer","kwazulu-natal","12-17 Years","500"
"Pfizer","kwazulu-natal","Adults","365"
"Pfizer","limpopo","12-17 Years","249"
"Pfizer","limpopo","Adults","179"
"Pfizer","mpumalanga","12-17 Years","281"
"Pfizer","mpumalanga","Adults","132"
"Pfizer","northern cape","12-17 Years","38"
"Pfizer","northern cape","Adults","10"
"Pfizer","north west","12-17 Years","60"
"Pfizer","north west","Adults","40"
"Pfizer","western cape","12-17 Years","81"
"Pfizer","western cape","Adults","403"
