"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","210","0","295","505"
"Janssen Vaccines & Prevention B.V","free state","Adults","43","0","122","165"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","341","0","207","548"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","281","0","232","513"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","185","0","352","537"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154","0","250","404"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","12","0","13","25"
"Janssen Vaccines & Prevention B.V","north west","Adults","45","0","82","127"
"Janssen Vaccines & Prevention B.V","western cape","Adults","100","0","83","183"
"Pfizer","eastern cape","12-17 Years","682","750","0","1432"
"Pfizer","eastern cape","Adults","179","319","381","879"
"Pfizer","free state","12-17 Years","101","124","0","225"
"Pfizer","free state","Adults","72","143","228","443"
"Pfizer","gauteng","12-17 Years","83","143","0","226"
"Pfizer","gauteng","Adults","356","375","405","1136"
"Pfizer","kwazulu-natal","12-17 Years","208","500","0","708"
"Pfizer","kwazulu-natal","Adults","303","365","374","1042"
"Pfizer","limpopo","12-17 Years","420","249","0","669"
"Pfizer","limpopo","Adults","133","179","148","460"
"Pfizer","mpumalanga","12-17 Years","245","281","0","526"
"Pfizer","mpumalanga","Adults","100","132","138","370"
"Pfizer","northern cape","12-17 Years","69","38","0","107"
"Pfizer","northern cape","Adults","55","10","15","80"
"Pfizer","north west","12-17 Years","21","60","0","81"
"Pfizer","north west","Adults","38","40","56","134"
"Pfizer","western cape","12-17 Years","183","81","0","264"
"Pfizer","western cape","Adults","146","403","277","826"
