"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","134","0","226","360"
"Janssen Vaccines & Prevention B.V","free state","Adults","33","0","115","148"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","346","0","203","549"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","180","0","194","374"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","229","0","368","597"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","157","0","186","343"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","47","0","38","85"
"Janssen Vaccines & Prevention B.V","north west","Adults","77","0","85","162"
"Janssen Vaccines & Prevention B.V","western cape","Adults","53","0","54","107"
"Pfizer","eastern cape","12-17 Years","634","608","0","1242"
"Pfizer","eastern cape","Adults","270","389","389","1048"
"Pfizer","free state","12-17 Years","138","46","0","184"
"Pfizer","free state","Adults","89","122","196","407"
"Pfizer","gauteng","12-17 Years","55","58","0","113"
"Pfizer","gauteng","Adults","353","407","431","1191"
"Pfizer","kwazulu-natal","12-17 Years","137","361","0","498"
"Pfizer","kwazulu-natal","Adults","330","376","228","934"
"Pfizer","limpopo","12-17 Years","295","288","0","583"
"Pfizer","limpopo","Adults","182","291","182","655"
"Pfizer","mpumalanga","12-17 Years","136","147","0","283"
"Pfizer","mpumalanga","Adults","86","149","81","316"
"Pfizer","northern cape","12-17 Years","52","39","0","91"
"Pfizer","northern cape","Adults","18","22","13","53"
"Pfizer","north west","12-17 Years","16","68","0","84"
"Pfizer","north west","Adults","29","62","58","149"
"Pfizer","western cape","12-17 Years","272","52","0","324"
"Pfizer","western cape","Adults","131","103","178","412"
