"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","134"
"Janssen Vaccines & Prevention B.V","free state","Adults","33"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","346"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","180"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","229"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","157"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","47"
"Janssen Vaccines & Prevention B.V","north west","Adults","77"
"Janssen Vaccines & Prevention B.V","western cape","Adults","53"
"Pfizer","eastern cape","12-17 Years","608"
"Pfizer","eastern cape","Adults","389"
"Pfizer","free state","12-17 Years","46"
"Pfizer","free state","Adults","122"
"Pfizer","gauteng","12-17 Years","58"
"Pfizer","gauteng","Adults","407"
"Pfizer","kwazulu-natal","12-17 Years","361"
"Pfizer","kwazulu-natal","Adults","376"
"Pfizer","limpopo","12-17 Years","288"
"Pfizer","limpopo","Adults","291"
"Pfizer","mpumalanga","12-17 Years","147"
"Pfizer","mpumalanga","Adults","149"
"Pfizer","northern cape","12-17 Years","39"
"Pfizer","northern cape","Adults","22"
"Pfizer","north west","12-17 Years","68"
"Pfizer","north west","Adults","62"
"Pfizer","western cape","12-17 Years","52"
"Pfizer","western cape","Adults","103"
