"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10684","4895","15579"
"National","eastern cape","Private Health","Male","8907","3735","12642"
"National","eastern cape","Public Health","Female","130107","35466","165573"
"National","eastern cape","Public Health","Male","104684","23699","128383"
"National","free state","Private Health","Female","8954","3994","12948"
"National","free state","Private Health","Male","7322","3033","10355"
"National","free state","Public Health","Female","79775","33682","113457"
"National","free state","Public Health","Male","67912","24623","92535"
"National","gauteng","Private Health","Female","54209","28825","83034"
"National","gauteng","Private Health","Male","49285","24455","73740"
"National","gauteng","Public Health","Female","152051","54676","206727"
"National","gauteng","Public Health","Male","119926","39793","159719"
"National","kwazulu-natal","Private Health","Female","17476","9426","26902"
"National","kwazulu-natal","Private Health","Male","15763","7929","23692"
"National","kwazulu-natal","Public Health","Female","129929","43714","173643"
"National","kwazulu-natal","Public Health","Male","88122","26267","114389"
"National","limpopo","Private Health","Female","11068","4537","15605"
"National","limpopo","Private Health","Male","8615","3251","11866"
"National","limpopo","Public Health","Female","121510","35526","157036"
"National","limpopo","Public Health","Male","102171","26510","128681"
"National","mpumalanga","Private Health","Female","4022","1618","5640"
"National","mpumalanga","Private Health","Male","3523","1394","4917"
"National","mpumalanga","Public Health","Female","68056","18631","86687"
"National","mpumalanga","Public Health","Male","56866","13344","70210"
"National","northern cape","Private Health","Female","2141","999","3140"
"National","northern cape","Private Health","Male","1948","741","2689"
"National","northern cape","Public Health","Female","13174","3738","16912"
"National","northern cape","Public Health","Male","10425","2817","13242"
"National","north west","Private Health","Female","5261","2339","7600"
"National","north west","Private Health","Male","4737","1948","6685"
"National","north west","Public Health","Female","75216","23172","98388"
"National","north west","Public Health","Male","61950","16507","78457"
"National","western cape","Private Health","Female","23715","11808","35523"
"National","western cape","Private Health","Male","21166","10069","31235"
"National","western cape","Public Health","Female","46772","15024","61796"
"National","western cape","Public Health","Male","38781","12240","51021"
