"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","835370","0","102895","938265"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","452856","0","66872","519728"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1355807","0","161230","1517037"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1105416","0","128359","1233775"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1022925","0","105680","1128605"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","770708","0","84144","854852"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","200634","0","20946","221580"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","676990","0","87671","764661"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","640840","0","90477","731317"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60855","0","24220","85075"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24387","0","12199","36586"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137294","0","65373","202667"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94475","0","40019","134494"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21887","0","7150","29037"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23463","0","8964","32427"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94512","0","61528","156040"
"Pfizer","National","eastern cape","Adults","1307889","1090914","174162","2572965"
"Pfizer","National","eastern cape","12-17 Years","254382","67795","0","322177"
"Pfizer","National","free state","12-17 Years","163963","65332","0","229295"
"Pfizer","National","free state","Adults","657493","573205","107208","1337906"
"Pfizer","National","gauteng","12-17 Years","375471","147749","6","523226"
"Pfizer","National","gauteng","Adults","3834001","3304064","568762","7706827"
"Pfizer","National","kwazulu-natal","Adults","1917647","1582795","263883","3764325"
"Pfizer","National","kwazulu-natal","12-17 Years","251290","87336","4","338630"
"Pfizer","National","limpopo","Adults","1017993","852751","134119","2004863"
"Pfizer","National","limpopo","12-17 Years","243364","69824","0","313188"
"Pfizer","National","mpumalanga","12-17 Years","132467","34987","0","167454"
"Pfizer","National","mpumalanga","Adults","553751","453228","78077","1085056"
"Pfizer","National","northern cape","12-17 Years","27688","8295","0","35983"
"Pfizer","National","northern cape","Adults","219016","186684","26038","431738"
"Pfizer","National","north west","12-17 Years","147164","43966","0","191130"
"Pfizer","National","north west","Adults","607969","524482","90810","1223261"
"Pfizer","National","western cape","12-17 Years","130434","49141","1","179576"
"Pfizer","National","western cape","Adults","2093108","1832201","421083","4346392"
