"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914952"
"Janssen Vaccines & Prevention B.V","free state","Adults","486150"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1538684"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1236999"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076790"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","822879"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214918"
"Janssen Vaccines & Prevention B.V","north west","Adults","712191"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748777"
"Pfizer","eastern cape","12-17 Years","95548"
"Pfizer","eastern cape","Adults","1121422"
"Pfizer","free state","12-17 Years","77799"
"Pfizer","free state","Adults","589714"
"Pfizer","gauteng","12-17 Years","170217"
"Pfizer","gauteng","Adults","3378107"
"Pfizer","kwazulu-natal","12-17 Years","121405"
"Pfizer","kwazulu-natal","Adults","1640605"
"Pfizer","limpopo","12-17 Years","92008"
"Pfizer","limpopo","Adults","874300"
"Pfizer","mpumalanga","12-17 Years","46501"
"Pfizer","mpumalanga","Adults","470093"
"Pfizer","northern cape","12-17 Years","11832"
"Pfizer","northern cape","Adults","192866"
"Pfizer","north west","12-17 Years","52530"
"Pfizer","north west","Adults","537846"
"Pfizer","western cape","12-17 Years","52594"
"Pfizer","western cape","Adults","1858764"
