"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103250"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120169"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72278"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107928"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51515"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166310"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212701"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","91044"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81388"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76134"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153720"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144874"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33450"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","329970"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","563602"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102973"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","470128"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108240"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80253"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","347033"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58844"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64163"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102951"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67844"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142350"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102936"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97680"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97167"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98961"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275754"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245946"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187444"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245528"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137130"
