"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14508","5588","20096"
"National","eastern cape","Amathole DM","Public Health","Male","12454","4577","17031"
"National","eastern cape","A Nzo DM","Public Health","Female","32759","17490","50249"
"National","eastern cape","A Nzo DM","Public Health","Male","29081","13632","42713"
"National","eastern cape","Buffalo City MM","Private Health","Female","2797","1143","3940"
"National","eastern cape","Buffalo City MM","Private Health","Male","2282","881","3163"
"National","eastern cape","Buffalo City MM","Public Health","Female","16455","9529","25984"
"National","eastern cape","Buffalo City MM","Public Health","Male","13045","6711","19756"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","154","74","228"
"National","eastern cape","C Hani DM","Public Health","Female","13712","3595","17307"
"National","eastern cape","C Hani DM","Public Health","Male","11053","2626","13679"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","647","360","1007"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","487","215","702"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7799","2711","10510"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6964","2185","9149"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4015","2020","6035"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3645","1699","5344"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15770","6485","22255"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12277","4604","16881"
"National","eastern cape","O Tambo DM","Private Health","Female","306","118","424"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43629","17073","60702"
"National","eastern cape","O Tambo DM","Public Health","Male","36724","12808","49532"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1554","1069","2623"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1347","807","2154"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9567","5355","14922"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8039","3995","12034"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","445","280","725"
"National","free state","Fezile Dabi DM","Public Health","Female","13091","5003","18094"
"National","free state","Fezile Dabi DM","Public Health","Male","10729","3632","14361"
"National","free state","Lejweleputswa DM","Private Health","Female","3715","1431","5146"
"National","free state","Lejweleputswa DM","Private Health","Male","2972","1080","4052"
"National","free state","Lejweleputswa DM","Public Health","Female","13965","5259","19224"
"National","free state","Lejweleputswa DM","Public Health","Male","11981","3721","15702"
"National","free state","Mangaung MM","Private Health","Female","2954","1933","4887"
"National","free state","Mangaung MM","Private Health","Male","2431","1476","3907"
"National","free state","Mangaung MM","Public Health","Female","23270","13803","37073"
"National","free state","Mangaung MM","Public Health","Male","20798","11167","31965"
"National","free state","T Mofutsanyana DM","Private Health","Female","1825","1110","2935"
"National","free state","T Mofutsanyana DM","Private Health","Male","1568","906","2474"
