"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","79","0","106","185"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","54","75"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","335","0","199","534"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","127","0","87","214"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","253","0","309","562"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","135","0","149","284"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","30","0","44","74"
"Janssen Vaccines & Prevention B.V","north west","Adults","58","0","98","156"
"Janssen Vaccines & Prevention B.V","western cape","Adults","76","0","37","113"
"Pfizer","eastern cape","12-17 Years","483","496","0","979"
"Pfizer","eastern cape","Adults","173","197","200","570"
"Pfizer","free state","12-17 Years","49","85","0","134"
"Pfizer","free state","Adults","38","52","77","167"
"Pfizer","gauteng","12-17 Years","36","38","0","74"
"Pfizer","gauteng","Adults","267","218","278","763"
"Pfizer","kwazulu-natal","12-17 Years","19","52","0","71"
"Pfizer","kwazulu-natal","Adults","132","148","125","405"
"Pfizer","limpopo","12-17 Years","127","222","0","349"
"Pfizer","limpopo","Adults","166","156","140","462"
"Pfizer","mpumalanga","12-17 Years","135","112","0","247"
"Pfizer","mpumalanga","Adults","105","92","59","256"
"Pfizer","northern cape","12-17 Years","30","124","0","154"
"Pfizer","northern cape","Adults","22","30","31","83"
"Pfizer","north west","12-17 Years","12","2","0","14"
"Pfizer","north west","Adults","54","60","90","204"
"Pfizer","western cape","12-17 Years","25","59","0","84"
"Pfizer","western cape","Adults","102","66","87","255"
