"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","97"
"Janssen Vaccines & Prevention B.V","free state","Adults","10"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","402"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","164"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","118"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","151"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11"
"Janssen Vaccines & Prevention B.V","north west","Adults","132"
"Janssen Vaccines & Prevention B.V","western cape","Adults","68"
"Pfizer","eastern cape","12-17 Years","66"
"Pfizer","eastern cape","Adults","103"
"Pfizer","free state","12-17 Years","35"
"Pfizer","free state","Adults","44"
"Pfizer","gauteng","12-17 Years","355"
"Pfizer","gauteng","Adults","953"
"Pfizer","kwazulu-natal","12-17 Years","167"
"Pfizer","kwazulu-natal","Adults","358"
"Pfizer","limpopo","12-17 Years","121"
"Pfizer","limpopo","Adults","104"
"Pfizer","mpumalanga","12-17 Years","64"
"Pfizer","mpumalanga","Adults","80"
"Pfizer","northern cape","12-17 Years","5"
"Pfizer","northern cape","Adults","20"
"Pfizer","north west","12-17 Years","91"
"Pfizer","north west","Adults","123"
"Pfizer","western cape","12-17 Years","63"
"Pfizer","western cape","Adults","142"
