"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","148","0","103","251"
"Janssen Vaccines & Prevention B.V","free state","Adults","19","0","43","62"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","300","0","138","438"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","101","0","42","143"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","97","0","120","217"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","110","0","125","235"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27","0","14","41"
"Janssen Vaccines & Prevention B.V","north west","Adults","39","0","82","121"
"Janssen Vaccines & Prevention B.V","western cape","Adults","68","0","56","124"
"Pfizer","eastern cape","12-17 Years","79","74","0","153"
"Pfizer","eastern cape","Adults","282","267","382","931"
"Pfizer","free state","12-17 Years","7","7","0","14"
"Pfizer","free state","Adults","23","35","32","90"
"Pfizer","gauteng","12-17 Years","52","33","0","85"
"Pfizer","gauteng","Adults","221","256","278","755"
"Pfizer","kwazulu-natal","12-17 Years","12","10","0","22"
"Pfizer","kwazulu-natal","Adults","60","106","66","232"
"Pfizer","limpopo","12-17 Years","46","20","0","66"
"Pfizer","limpopo","Adults","121","103","120","344"
"Pfizer","mpumalanga","12-17 Years","59","12","0","71"
"Pfizer","mpumalanga","Adults","27","40","66","133"
"Pfizer","northern cape","12-17 Years","4","33","0","37"
"Pfizer","northern cape","Adults","21","33","22","76"
"Pfizer","north west","12-17 Years","24","17","0","41"
"Pfizer","north west","Adults","46","63","63","172"
"Pfizer","western cape","12-17 Years","14","17","0","31"
"Pfizer","western cape","Adults","60","88","102","250"
