"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","148"
"Janssen Vaccines & Prevention B.V","free state","Adults","19"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","300"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","101"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","97"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","110"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27"
"Janssen Vaccines & Prevention B.V","north west","Adults","39"
"Janssen Vaccines & Prevention B.V","western cape","Adults","68"
"Pfizer","eastern cape","12-17 Years","74"
"Pfizer","eastern cape","Adults","267"
"Pfizer","free state","12-17 Years","7"
"Pfizer","free state","Adults","35"
"Pfizer","gauteng","12-17 Years","33"
"Pfizer","gauteng","Adults","256"
"Pfizer","kwazulu-natal","12-17 Years","10"
"Pfizer","kwazulu-natal","Adults","106"
"Pfizer","limpopo","12-17 Years","20"
"Pfizer","limpopo","Adults","103"
"Pfizer","mpumalanga","12-17 Years","12"
"Pfizer","mpumalanga","Adults","40"
"Pfizer","northern cape","12-17 Years","33"
"Pfizer","northern cape","Adults","33"
"Pfizer","north west","12-17 Years","17"
"Pfizer","north west","Adults","63"
"Pfizer","western cape","12-17 Years","17"
"Pfizer","western cape","Adults","88"
