"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","295"
"Janssen Vaccines & Prevention B.V","free state","Adults","139"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","634"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","326"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","188"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","431"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","73"
"Janssen Vaccines & Prevention B.V","north west","Adults","154"
"Janssen Vaccines & Prevention B.V","western cape","Adults","175"
"Pfizer","eastern cape","12-17 Years","130"
"Pfizer","eastern cape","Adults","487"
"Pfizer","free state","12-17 Years","97"
"Pfizer","free state","Adults","277"
"Pfizer","gauteng","12-17 Years","250"
"Pfizer","gauteng","Adults","1025"
"Pfizer","kwazulu-natal","12-17 Years","149"
"Pfizer","kwazulu-natal","Adults","656"
"Pfizer","limpopo","12-17 Years","140"
"Pfizer","limpopo","Adults","363"
"Pfizer","mpumalanga","12-17 Years","71"
"Pfizer","mpumalanga","Adults","318"
"Pfizer","northern cape","12-17 Years","44"
"Pfizer","northern cape","Adults","141"
"Pfizer","north west","12-17 Years","65"
"Pfizer","north west","Adults","181"
"Pfizer","western cape","12-17 Years","83"
"Pfizer","western cape","Adults","283"
