"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","4"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","11"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","15"
"Janssen Vaccines & Prevention B.V","western cape","Adults","2"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","15"
"Pfizer","kwazulu-natal","Adults","1"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","0"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","38"
