"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","181"
"Janssen Vaccines & Prevention B.V","free state","Adults","108"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","525"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","310"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","170"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","435"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","101"
"Janssen Vaccines & Prevention B.V","north west","Adults","103"
"Janssen Vaccines & Prevention B.V","western cape","Adults","121"
"Pfizer","eastern cape","12-17 Years","80"
"Pfizer","eastern cape","Adults","337"
"Pfizer","free state","12-17 Years","98"
"Pfizer","free state","Adults","220"
"Pfizer","gauteng","12-17 Years","166"
"Pfizer","gauteng","Adults","813"
"Pfizer","kwazulu-natal","12-17 Years","86"
"Pfizer","kwazulu-natal","Adults","458"
"Pfizer","limpopo","12-17 Years","98"
"Pfizer","limpopo","Adults","203"
"Pfizer","mpumalanga","12-17 Years","35"
"Pfizer","mpumalanga","Adults","227"
"Pfizer","northern cape","12-17 Years","43"
"Pfizer","northern cape","Adults","118"
"Pfizer","north west","12-17 Years","26"
"Pfizer","north west","Adults","151"
"Pfizer","western cape","12-17 Years","62"
"Pfizer","western cape","Adults","258"
