"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","909648"
"Janssen Vaccines & Prevention B.V","free state","Adults","483500"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1524707"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1225440"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1072544"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","812221"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213020"
"Janssen Vaccines & Prevention B.V","north west","Adults","709180"
"Janssen Vaccines & Prevention B.V","western cape","Adults","744786"
"Pfizer","eastern cape","12-17 Years","93365"
"Pfizer","eastern cape","Adults","1110639"
"Pfizer","free state","12-17 Years","76055"
"Pfizer","free state","Adults","584020"
"Pfizer","gauteng","12-17 Years","166448"
"Pfizer","gauteng","Adults","3354664"
"Pfizer","kwazulu-natal","12-17 Years","116717"
"Pfizer","kwazulu-natal","Adults","1621946"
"Pfizer","limpopo","12-17 Years","88372"
"Pfizer","limpopo","Adults","867696"
"Pfizer","mpumalanga","12-17 Years","44961"
"Pfizer","mpumalanga","Adults","463148"
"Pfizer","northern cape","12-17 Years","11154"
"Pfizer","northern cape","Adults","190287"
"Pfizer","north west","12-17 Years","51631"
"Pfizer","north west","Adults","533407"
"Pfizer","western cape","12-17 Years","51508"
"Pfizer","western cape","Adults","1850000"
