"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10283","5109","15392"
"National","eastern cape","Private Health","Male","8701","3967","12668"
"National","eastern cape","Public Health","Female","148163","58470","206633"
"National","eastern cape","Public Health","Male","122234","42202","164436"
"National","free state","Private Health","Female","9141","4616","13757"
"National","free state","Private Health","Male","7539","3556","11095"
"National","free state","Public Health","Female","83444","40862","124306"
"National","free state","Public Health","Male","71418","30721","102139"
"National","gauteng","Private Health","Female","52989","30240","83229"
"National","gauteng","Private Health","Male","48671","25950","74621"
"National","gauteng","Public Health","Female","161388","65892","227280"
"National","gauteng","Public Health","Male","127692","48489","176181"
"National","kwazulu-natal","Private Health","Female","16801","9567","26368"
"National","kwazulu-natal","Private Health","Male","15271","8205","23476"
"National","kwazulu-natal","Public Health","Female","157631","71546","229177"
"National","kwazulu-natal","Public Health","Male","107426","43304","150730"
"National","limpopo","Private Health","Female","11799","5313","17112"
"National","limpopo","Private Health","Male","9174","3693","12867"
"National","limpopo","Public Health","Female","144474","50424","194898"
"National","limpopo","Public Health","Male","124737","37672","162409"
"National","mpumalanga","Private Health","Female","3926","1708","5634"
"National","mpumalanga","Private Health","Male","3432","1520","4952"
"National","mpumalanga","Public Health","Female","77126","27846","104972"
"National","mpumalanga","Public Health","Male","63524","19224","82748"
"National","northern cape","Private Health","Female","2116","1042","3158"
"National","northern cape","Private Health","Male","1939","816","2755"
"National","northern cape","Public Health","Female","18123","7206","25329"
"National","northern cape","Public Health","Male","14239","5267","19506"
"National","north west","Private Health","Female","5148","2409","7557"
"National","north west","Private Health","Male","4658","2030","6688"
"National","north west","Public Health","Female","78012","27977","105989"
"National","north west","Public Health","Male","64709","20430","85139"
"National","western cape","Private Health","Female","23162","12668","35830"
"National","western cape","Private Health","Male","20964","10964","31928"
"National","western cape","Public Health","Female","48177","16474","64651"
"National","western cape","Public Health","Male","40310","13535","53845"
