"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","858271","0","147404","1005675"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463406","0","91047","554453"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1413729","0","202547","1616276"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1153878","0","176872","1330750"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1047655","0","146698","1194353"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","809795","0","124479","934274"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206840","0","33876","240716"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691167","0","110848","802015"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657904","0","109652","767556"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137552","0","65384","202936"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94504","0","40024","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21920","0","7151","29071"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23477","0","8965","32442"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1345620","1133579","240003","2719202"
"Pfizer","National","eastern cape","12-17 Years","289381","109748","0","399129"
"Pfizer","National","free state","12-17 Years","171542","79755","0","251297"
"Pfizer","National","free state","Adults","677654","596178","138964","1412796"
"Pfizer","National","gauteng","12-17 Years","390740","170571","16","561327"
"Pfizer","National","gauteng","Adults","3922486","3400965","672564","7996015"
"Pfizer","National","kwazulu-natal","Adults","1992077","1659345","331222","3982644"
"Pfizer","National","kwazulu-natal","12-17 Years","297129","132622","9","429760"
"Pfizer","National","limpopo","Adults","1047811","881877","173286","2102974"
"Pfizer","National","limpopo","12-17 Years","290184","97102","2","387288"
"Pfizer","National","mpumalanga","12-17 Years","148008","50298","0","198306"
"Pfizer","National","mpumalanga","Adults","577340","476441","107033","1160814"
"Pfizer","National","northern cape","12-17 Years","36417","14331","0","50748"
"Pfizer","National","northern cape","Adults","227518","194559","36099","458176"
"Pfizer","National","north west","12-17 Years","152527","52846","4","205377"
"Pfizer","National","north west","Adults","625089","541094","111002","1277185"
"Pfizer","National","western cape","12-17 Years","132613","53641","2","186256"
"Pfizer","National","western cape","Adults","2125423","1867709","486174","4479306"
