"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","657"
"Janssen Vaccines & Prevention B.V","free state","Adults","347"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1317"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","769"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","803"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","876"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","134"
"Janssen Vaccines & Prevention B.V","north west","Adults","392"
"Janssen Vaccines & Prevention B.V","western cape","Adults","418"
"Pfizer","eastern cape","12-17 Years","1328"
"Pfizer","eastern cape","Adults","876"
"Pfizer","free state","12-17 Years","599"
"Pfizer","free state","Adults","472"
"Pfizer","gauteng","12-17 Years","992"
"Pfizer","gauteng","Adults","2110"
"Pfizer","kwazulu-natal","12-17 Years","1016"
"Pfizer","kwazulu-natal","Adults","1177"
"Pfizer","limpopo","12-17 Years","634"
"Pfizer","limpopo","Adults","747"
"Pfizer","mpumalanga","12-17 Years","430"
"Pfizer","mpumalanga","Adults","376"
"Pfizer","northern cape","12-17 Years","87"
"Pfizer","northern cape","Adults","120"
"Pfizer","north west","12-17 Years","313"
"Pfizer","north west","Adults","336"
"Pfizer","western cape","12-17 Years","123"
"Pfizer","western cape","Adults","759"
