"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","657","0","1379","2036"
"Janssen Vaccines & Prevention B.V","free state","Adults","347","0","746","1093"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1317","0","1173","2490"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","769","0","1022","1791"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","803","0","1621","2424"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","876","0","984","1860"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","134","0","233","367"
"Janssen Vaccines & Prevention B.V","north west","Adults","392","0","747","1139"
"Janssen Vaccines & Prevention B.V","western cape","Adults","418","0","607","1025"
"Pfizer","eastern cape","12-17 Years","1991","1328","0","3319"
"Pfizer","eastern cape","Adults","598","876","1829","3303"
"Pfizer","free state","12-17 Years","694","599","0","1293"
"Pfizer","free state","Adults","353","472","1123","1948"
"Pfizer","gauteng","12-17 Years","966","992","0","1958"
"Pfizer","gauteng","Adults","1519","2109","3699","7327"
"Pfizer","kwazulu-natal","12-17 Years","1133","1016","0","2149"
"Pfizer","kwazulu-natal","Adults","941","1177","1499","3617"
"Pfizer","limpopo","12-17 Years","1421","634","0","2055"
"Pfizer","limpopo","Adults","343","747","1777","2867"
"Pfizer","mpumalanga","12-17 Years","754","430","0","1184"
"Pfizer","mpumalanga","Adults","309","376","844","1529"
"Pfizer","northern cape","12-17 Years","403","87","0","490"
"Pfizer","northern cape","Adults","147","120","231","498"
"Pfizer","north west","12-17 Years","397","313","0","710"
"Pfizer","north west","Adults","262","336","919","1517"
"Pfizer","western cape","12-17 Years","115","123","0","238"
"Pfizer","western cape","Adults","429","759","2555","3743"
