"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10231","5097","15328"
"National","eastern cape","Private Health","Male","8647","3950","12597"
"National","eastern cape","Public Health","Female","149091","60408","209499"
"National","eastern cape","Public Health","Male","123163","43929","167092"
"National","free state","Private Health","Female","9108","4641","13749"
"National","free state","Private Health","Male","7512","3589","11101"
"National","free state","Public Health","Female","83285","40926","124211"
"National","free state","Public Health","Male","71350","30803","102153"
"National","gauteng","Private Health","Female","52815","30174","82989"
"National","gauteng","Private Health","Male","48520","25929","74449"
"National","gauteng","Public Health","Female","160994","65954","226948"
"National","gauteng","Public Health","Male","127434","48600","176034"
"National","kwazulu-natal","Private Health","Female","16695","9526","26221"
"National","kwazulu-natal","Private Health","Male","15193","8193","23386"
"National","kwazulu-natal","Public Health","Female","157295","72093","229388"
"National","kwazulu-natal","Public Health","Male","107308","43795","151103"
"National","limpopo","Private Health","Female","11814","5356","17170"
"National","limpopo","Private Health","Male","9193","3706","12899"
"National","limpopo","Public Health","Female","144686","51161","195847"
"National","limpopo","Public Health","Male","124903","38239","163142"
"National","mpumalanga","Private Health","Female","3902","1703","5605"
"National","mpumalanga","Private Health","Male","3420","1520","4940"
"National","mpumalanga","Public Health","Female","77263","28588","105851"
"National","mpumalanga","Public Health","Male","63626","19698","83324"
"National","northern cape","Private Health","Female","2103","1047","3150"
"National","northern cape","Private Health","Male","1930","819","2749"
"National","northern cape","Public Health","Female","18091","7311","25402"
"National","northern cape","Public Health","Male","14243","5371","19614"
"National","north west","Private Health","Female","5120","2401","7521"
"National","north west","Private Health","Male","4647","2028","6675"
"National","north west","Public Health","Female","77738","27933","105671"
"National","north west","Public Health","Male","64499","20424","84923"
"National","western cape","Private Health","Female","23065","12646","35711"
"National","western cape","Private Health","Male","20890","10946","31836"
"National","western cape","Public Health","Female","48360","16710","65070"
"National","western cape","Public Health","Male","40470","13737","54207"
