"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","38","194"
"National","eastern cape","Amathole DM","Private Health","Male","100","19","119"
"National","eastern cape","Amathole DM","Public Health","Female","13866","4503","18369"
"National","eastern cape","Amathole DM","Public Health","Male","11736","3766","15502"
"National","eastern cape","A Nzo DM","Public Health","Female","29833","14157","43990"
"National","eastern cape","A Nzo DM","Public Health","Male","25776","10495","36271"
"National","eastern cape","Buffalo City MM","Private Health","Female","2908","1196","4104"
"National","eastern cape","Buffalo City MM","Private Health","Male","2376","916","3292"
"National","eastern cape","Buffalo City MM","Public Health","Female","16065","8987","25052"
"National","eastern cape","Buffalo City MM","Public Health","Male","12339","6099","18438"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14070","3640","17710"
"National","eastern cape","C Hani DM","Public Health","Male","11295","2642","13937"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","667","368","1035"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","513","219","732"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7907","2705","10612"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7083","2149","9232"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4183","2098","6281"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3741","1741","5482"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15774","6452","22226"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12272","4523","16795"
"National","eastern cape","O Tambo DM","Private Health","Female","320","122","442"
"National","eastern cape","O Tambo DM","Private Health","Male","255","113","368"
"National","eastern cape","O Tambo DM","Public Health","Female","43940","16773","60713"
"National","eastern cape","O Tambo DM","Public Health","Male","36716","12436","49152"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1604","1095","2699"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1386","828","2214"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9694","5349","15043"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8140","3945","12085"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13358","4952","18310"
"National","free state","Fezile Dabi DM","Public Health","Male","10852","3579","14431"
"National","free state","Lejweleputswa DM","Private Health","Female","3850","1480","5330"
"National","free state","Lejweleputswa DM","Private Health","Male","3081","1112","4193"
"National","free state","Lejweleputswa DM","Public Health","Female","14223","5304","19527"
"National","free state","Lejweleputswa DM","Public Health","Male","12163","3713","15876"
"National","free state","Mangaung MM","Private Health","Female","2914","1668","4582"
"National","free state","Mangaung MM","Private Health","Male","2417","1280","3697"
"National","free state","Mangaung MM","Public Health","Female","23734","13958","37692"
"National","free state","Mangaung MM","Public Health","Male","21181","11205","32386"
"National","free state","T Mofutsanyana DM","Private Health","Female","1886","1149","3035"
"National","free state","T Mofutsanyana DM","Private Health","Male","1606","929","2535"
"National","free state","T Mofutsanyana DM","Public Health","Female","27158","15514","42672"
"National","free state","T Mofutsanyana DM","Public Health","Male","23271","11636","34907"
"National","free state","Xhariep DM","Public Health","Female","4311","1200","5511"
"National","free state","Xhariep DM","Public Health","Male","3533","793","4326"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10982","6690","17672"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10119","5664","15783"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41304","15413","56717"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32551","11173","43724"
"National","gauteng","Johannesburg MM","Private Health","Female","25715","13928","39643"
"National","gauteng","Johannesburg MM","Private Health","Male","23481","12063","35544"
"National","gauteng","Johannesburg MM","Public Health","Female","46910","16963","63873"
"National","gauteng","Johannesburg MM","Public Health","Male","37908","13210","51118"
"National","gauteng","Sedibeng DM","Private Health","Female","1617","1031","2648"
"National","gauteng","Sedibeng DM","Private Health","Male","1458","709","2167"
"National","gauteng","Sedibeng DM","Public Health","Female","13963","5963","19926"
"National","gauteng","Sedibeng DM","Public Health","Male","10961","4573","15534"
"National","gauteng","Tshwane MM","Private Health","Female","11717","6719","18436"
"National","gauteng","Tshwane MM","Private Health","Male","11121","6056","17177"
"National","gauteng","Tshwane MM","Public Health","Female","40131","18667","58798"
"National","gauteng","Tshwane MM","Public Health","Male","30957","13062","44019"
"National","gauteng","West Rand DM","Private Health","Female","2221","1526","3747"
"National","gauteng","West Rand DM","Private Health","Male","1846","1240","3086"
"National","gauteng","West Rand DM","Public Health","Female","17611","8798","26409"
"National","gauteng","West Rand DM","Public Health","Male","14400","6582","20982"
