"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","90"
"Janssen Vaccines & Prevention B.V","free state","Adults","26"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","397"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","137"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","206"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","132"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","45"
"Janssen Vaccines & Prevention B.V","north west","Adults","67"
"Janssen Vaccines & Prevention B.V","western cape","Adults","99"
"Pfizer","eastern cape","12-17 Years","403"
"Pfizer","eastern cape","Adults","333"
"Pfizer","free state","12-17 Years","44"
"Pfizer","free state","Adults","93"
"Pfizer","gauteng","12-17 Years","54"
"Pfizer","gauteng","Adults","265"
"Pfizer","kwazulu-natal","12-17 Years","37"
"Pfizer","kwazulu-natal","Adults","162"
"Pfizer","limpopo","12-17 Years","97"
"Pfizer","limpopo","Adults","166"
"Pfizer","mpumalanga","12-17 Years","150"
"Pfizer","mpumalanga","Adults","102"
"Pfizer","northern cape","12-17 Years","93"
"Pfizer","northern cape","Adults","19"
"Pfizer","north west","12-17 Years","10"
"Pfizer","north west","Adults","73"
"Pfizer","western cape","12-17 Years","168"
"Pfizer","western cape","Adults","88"
