"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14515","5591","20106"
"National","eastern cape","Amathole DM","Public Health","Male","12463","4578","17041"
"National","eastern cape","A Nzo DM","Public Health","Female","32793","17495","50288"
"National","eastern cape","A Nzo DM","Public Health","Male","29066","13617","42683"
"National","eastern cape","Buffalo City MM","Private Health","Female","2804","1147","3951"
"National","eastern cape","Buffalo City MM","Private Health","Male","2286","884","3170"
"National","eastern cape","Buffalo City MM","Public Health","Female","16467","9530","25997"
"National","eastern cape","Buffalo City MM","Public Health","Male","13045","6710","19755"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","154","74","228"
"National","eastern cape","C Hani DM","Public Health","Female","13735","3599","17334"
"National","eastern cape","C Hani DM","Public Health","Male","11064","2627","13691"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","649","360","1009"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","488","215","703"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7804","2712","10516"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6972","2187","9159"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4020","2024","6044"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3647","1699","5346"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15791","6491","22282"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12286","4606","16892"
"National","eastern cape","O Tambo DM","Private Health","Female","306","119","425"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43680","17089","60769"
"National","eastern cape","O Tambo DM","Public Health","Male","36740","12812","49552"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1556","1070","2626"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1348","807","2155"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9566","5359","14925"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8039","3994","12033"
"National","free state","Fezile Dabi DM","Private Health","Female","470","340","810"
"National","free state","Fezile Dabi DM","Private Health","Male","445","280","725"
"National","free state","Fezile Dabi DM","Public Health","Female","13103","5005","18108"
"National","free state","Fezile Dabi DM","Public Health","Male","10737","3634","14371"
"National","free state","Lejweleputswa DM","Private Health","Female","3723","1434","5157"
"National","free state","Lejweleputswa DM","Private Health","Male","2979","1083","4062"
"National","free state","Lejweleputswa DM","Public Health","Female","13976","5263","19239"
"National","free state","Lejweleputswa DM","Public Health","Male","11995","3725","15720"
"National","free state","Mangaung MM","Private Health","Female","2953","1916","4869"
"National","free state","Mangaung MM","Private Health","Male","2433","1451","3884"
"National","free state","Mangaung MM","Public Health","Female","23297","13813","37110"
"National","free state","Mangaung MM","Public Health","Male","20826","11176","32002"
"National","free state","T Mofutsanyana DM","Private Health","Female","1827","1112","2939"
"National","free state","T Mofutsanyana DM","Private Health","Male","1570","907","2477"
"National","free state","T Mofutsanyana DM","Public Health","Female","26636","15375","42011"
"National","free state","T Mofutsanyana DM","Public Health","Male","22918","11617","34535"
"National","free state","Xhariep DM","Public Health","Female","4228","1191","5419"
"National","free state","Xhariep DM","Public Health","Male","3462","814","4276"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10674","6504","17178"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9836","5561","15397"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40506","15226","55732"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32109","11159","43268"
"National","gauteng","Johannesburg MM","Private Health","Female","25082","13568","38650"
"National","gauteng","Johannesburg MM","Private Health","Male","22924","11823","34747"
"National","gauteng","Johannesburg MM","Public Health","Female","45968","16731","62699"
"National","gauteng","Johannesburg MM","Public Health","Male","37279","13109","50388"
"National","gauteng","Sedibeng DM","Private Health","Female","1570","1000","2570"
"National","gauteng","Sedibeng DM","Private Health","Male","1400","676","2076"
"National","gauteng","Sedibeng DM","Public Health","Female","13636","5845","19481"
"National","gauteng","Sedibeng DM","Public Health","Male","10782","4512","15294"
"National","gauteng","Tshwane MM","Private Health","Female","11320","6526","17846"
"National","gauteng","Tshwane MM","Private Health","Male","10793","5928","16721"
"National","gauteng","Tshwane MM","Public Health","Female","39776","18616","58392"
"National","gauteng","Tshwane MM","Public Health","Male","30840","13104","43944"
"National","gauteng","West Rand DM","Private Health","Female","2154","1488","3642"
"National","gauteng","West Rand DM","Private Health","Male","1794","1216","3010"
"National","gauteng","West Rand DM","Public Health","Female","17351","8782","26133"
"National","gauteng","West Rand DM","Public Health","Male","14203","6565","20768"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","179","55","234"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6477","2808","9285"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4187","1744","5931"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11631","6839","18470"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10854","6077","16931"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14379","5543","19922"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11751","4450","16201"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","347","159","506"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","338","133","471"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12891","7726","20617"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10098","5601","15699"
"National","kwazulu-natal","iLembe DM","Private Health","Female","536","327","863"
"National","kwazulu-natal","iLembe DM","Private Health","Male","478","276","754"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8251","4107","12358"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4876","2201","7077"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12263","5013","17276"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7973","3059","11032"
"National","kwazulu-natal","Ugu DM","Private Health","Female","884","549","1433"
"National","kwazulu-natal","Ugu DM","Private Health","Male","708","416","1124"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12268","5115","17383"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7934","2761","10695"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1588","824","2412"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1478","752","2230"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12526","4992","17518"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8748","3083","11831"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20304","10271","30575"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12869","5396","18265"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14726","6312","21038"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9084","3440","12524"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","276","117","393"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15097","6817","21914"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10208","4008","14216"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23887","12739","36626"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17198","8078","25276"
"National","limpopo","Capricorn DM","Private Health","Female","2553","1373","3926"
"National","limpopo","Capricorn DM","Private Health","Male","2097","1035","3132"
"National","limpopo","Capricorn DM","Public Health","Female","34990","14315","49305"
"National","limpopo","Capricorn DM","Public Health","Male","30053","10865","40918"
"National","limpopo","Mopani DM","Private Health","Female","951","471","1422"
"National","limpopo","Mopani DM","Private Health","Male","834","398","1232"
"National","limpopo","Mopani DM","Public Health","Female","36352","12596","48948"
"National","limpopo","Mopani DM","Public Health","Male","29903","9082","38985"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","467","1353"
"National","limpopo","Sekhukhune DM","Private Health","Male","893","366","1259"
"National","limpopo","Sekhukhune DM","Public Health","Female","25445","9567","35012"
"National","limpopo","Sekhukhune DM","Public Health","Male","24942","8073","33015"
"National","limpopo","Vhembe DM","Private Health","Female","5803","2464","8267"
"National","limpopo","Vhembe DM","Private Health","Male","4007","1452","5459"
"National","limpopo","Vhembe DM","Public Health","Female","32239","10226","42465"
"National","limpopo","Vhembe DM","Public Health","Male","26834","7313","34147"
"National","limpopo","Waterberg DM","Private Health","Female","1226","506","1732"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16519","6520","23039"
"National","limpopo","Waterberg DM","Public Health","Male","13752","4760","18512"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1988","933","2921"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1702","829","2531"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46018","19178","65196"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35148","12446","47594"
"National","mpumalanga","G Sibande DM","Private Health","Female","689","263","952"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15333","6018","21351"
"National","mpumalanga","G Sibande DM","Public Health","Male","11830","4080","15910"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1002","394","1396"
"National","mpumalanga","Nkangala DM","Public Health","Female","15936","6139","22075"
"National","mpumalanga","Nkangala DM","Public Health","Male","16565","5121","21686"
"National","northern cape","Frances Baard DM","Private Health","Female","1221","617","1838"
"National","northern cape","Frances Baard DM","Private Health","Male","1166","503","1669"
"National","northern cape","Frances Baard DM","Public Health","Female","6372","3095","9467"
"National","northern cape","Frances Baard DM","Public Health","Male","5134","2304","7438"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","313","195","508"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","268","141","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3443","1287","4730"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2652","951","3603"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1542","568","2110"
"National","northern cape","Namakwa DM","Public Health","Male","1218","431","1649"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3580","1590","5170"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2740","1140","3880"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","313","108","421"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","260","76","336"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3714","1598","5312"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2927","1116","4043"
"National","north west","Bojanala Platinum DM","Private Health","Female","2426","1166","3592"
"National","north west","Bojanala Platinum DM","Private Health","Male","2197","956","3153"
"National","north west","Bojanala Platinum DM","Public Health","Female","29750","12371","42121"
"National","north west","Bojanala Platinum DM","Public Health","Male","24530","9069","33599"
"National","north west","Dr K Kaunda DM","Private Health","Female","1335","654","1989"
"National","north west","Dr K Kaunda DM","Private Health","Male","1138","526","1664"
"National","north west","Dr K Kaunda DM","Public Health","Female","12525","4404","16929"
