"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","864115","0","155878","1019993"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465154","0","95823","560977"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1436789","0","215072","1651861"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1165436","0","185315","1350751"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057496","0","160448","1217944"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818350","0","132864","951214"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208842","0","35652","244494"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696199","0","117854","814053"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664444","0","113645","778089"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137610","0","65388","202998"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34191","0","17016","51207"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21988","0","7152","29140"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94621","0","61527","156148"
"Pfizer","National","eastern cape","Adults","1369595","1153091","259327","2782013"
"Pfizer","National","eastern cape","12-17 Years","301991","127668","0","429659"
"Pfizer","National","free state","12-17 Years","167578","80136","0","247714"
"Pfizer","National","free state","Adults","687197","603578","146016","1436791"
"Pfizer","National","gauteng","12-17 Years","379997","167939","26","547962"
"Pfizer","National","gauteng","Adults","3958411","3430428","694509","8083348"
"Pfizer","National","kwazulu-natal","Adults","2016340","1677283","341455","4035078"
"Pfizer","National","kwazulu-natal","12-17 Years","288549","132208","12","420769"
"Pfizer","National","limpopo","Adults","1065829","893200","182373","2141402"
"Pfizer","National","limpopo","12-17 Years","291397","102282","2","393681"
"Pfizer","National","mpumalanga","12-17 Years","147846","56085","1","203932"
"Pfizer","National","mpumalanga","Adults","588318","484159","110410","1182887"
"Pfizer","National","northern cape","12-17 Years","37182","15889","0","53071"
"Pfizer","National","northern cape","Adults","230704","196791","37635","465130"
"Pfizer","National","north west","12-17 Years","148518","52397","4","200919"
"Pfizer","National","north west","Adults","633790","546926","115856","1296572"
"Pfizer","National","western cape","12-17 Years","129489","54618","3","184110"
"Pfizer","National","western cape","Adults","2139422","1878429","496672","4514523"
