"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","27"
"Janssen Vaccines & Prevention B.V","free state","Adults","6"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","128"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","135"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","11"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","121"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","12-17 Years","23"
"Pfizer","eastern cape","Adults","23"
"Pfizer","free state","12-17 Years","1"
"Pfizer","free state","Adults","10"
"Pfizer","gauteng","12-17 Years","68"
"Pfizer","gauteng","Adults","195"
"Pfizer","kwazulu-natal","12-17 Years","38"
"Pfizer","kwazulu-natal","Adults","79"
"Pfizer","limpopo","12-17 Years","6"
"Pfizer","limpopo","Adults","20"
"Pfizer","mpumalanga","12-17 Years","3"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","Adults","0"
"Pfizer","north west","12-17 Years","50"
"Pfizer","north west","Adults","107"
"Pfizer","western cape","12-17 Years","1"
"Pfizer","western cape","Adults","1"
