"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","27","0","34","61"
"Janssen Vaccines & Prevention B.V","free state","Adults","6","0","7","13"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","128","0","215","343"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","135","0","112","247"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","11","0","58","69"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7","0","16","23"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","121","0","369","490"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","1","2"
"Pfizer","eastern cape","12-17 Years","43","23","0","66"
"Pfizer","eastern cape","Adults","3","23","47","73"
"Pfizer","free state","12-17 Years","3","1","0","4"
"Pfizer","free state","Adults","3","10","36","49"
"Pfizer","gauteng","12-17 Years","39","68","0","107"
"Pfizer","gauteng","Adults","126","195","372","693"
"Pfizer","kwazulu-natal","12-17 Years","72","38","0","110"
"Pfizer","kwazulu-natal","Adults","82","79","182","343"
"Pfizer","limpopo","12-17 Years","6","6","0","12"
"Pfizer","limpopo","Adults","18","20","29","67"
"Pfizer","mpumalanga","12-17 Years","0","3","0","3"
"Pfizer","mpumalanga","Adults","0","2","13","15"
"Pfizer","northern cape","Adults","0","0","1","1"
"Pfizer","north west","12-17 Years","38","50","0","88"
"Pfizer","north west","Adults","44","107","192","343"
"Pfizer","western cape","12-17 Years","0","1","0","1"
"Pfizer","western cape","Adults","6","1","3","10"
